					time/s	Ewe/V	I/mA			cycle number	I Range			Ns															
0	0	0	0	0	4.999999873689376E-001	3.3439651E-001	-1.0097295E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	9.999999747378752E-001	3.3382443E-001	-1.0122730E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1.499999962106813E+000	3.3347321E-001	-1.0167243E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1.999999949475750E+000	3.3321798E-001	-1.0078218E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2.499999936844688E+000	3.3300653E-001	-1.0148166E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	2.999999924213625E+000	3.3282495E-001	-1.0205396E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	3.499999911582563E+000	3.3267704E-001	-1.0154524E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	3.999999898951501E+000	3.3253768E-001	-1.0129089E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4.499999886320438E+000	3.3241847E-001	-1.0103654E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	4.999999873689376E+000	3.3230728E-001	-1.0116372E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5.499999861058313E+000	3.3221102E-001	-1.0167243E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	5.999999848427251E+000	3.3211949E-001	-1.0179960E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	6.499999835796189E+000	3.3203948E-001	-1.0129089E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	6.999999823165126E+000	3.3196050E-001	-1.0129089E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	7.499999810534064E+000	3.3189026E-001	-1.0103654E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	7.999999797903001E+000	3.3182552E-001	-1.0110013E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	8.499999785271939E+000	3.3176255E-001	-1.0065500E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	8.999999772640876E+000	3.3170196E-001	-1.0135447E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	9.499999760009814E+000	3.3165219E-001	-1.0141807E-003	0	0	0.000000000000000E+000	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
