mode	ox/red	error	control changes		time/s	control/V	Ewe/V	<I>/mA		(Q-Qo)/C	I Range		Pwe/W	Rwe/Ohm	
2	1	0	1	0	3.083389922107017E+001	8.5873485E-001	8.5867137E-001	1.501599518673215E-003	0	3.0996653E-006	14	0	1.2893805E-006	5.7183781E+005
2	1	0	1	0	3.089549921951402E+001	8.5565490E-001	8.5562271E-001	1.424675177033260E-003	0	3.1887305E-006	14	0	1.2189844E-006	6.0057388E+005
2	1	0	1	0	3.095709921795788E+001	8.5257477E-001	8.5256654E-001	1.358049052184087E-003	0	3.2734279E-006	14	0	1.1578272E-006	6.2778775E+005
2	1	0	1	0	3.101869921640173E+001	8.4949481E-001	8.4948176E-001	1.296397363246538E-003	0	3.3541744E-006	14	0	1.1012659E-006	6.5526344E+005
2	1	0	1	0	3.108009921485063E+001	8.4642476E-001	8.4640908E-001	1.240213537045868E-003	0	3.4310785E-006	14	0	1.0497280E-006	6.8247044E+005
2	1	0	1	0	3.114169921329449E+001	8.4334481E-001	8.4335285E-001	1.188928907036760E-003	0	3.5050648E-006	14	0	1.0026865E-006	7.0933831E+005
2	1	0	1	0	3.120329921173834E+001	8.4026486E-001	8.4022230E-001	1.141310041695574E-003	0	3.5759679E-006	14	0	9.5895416E-007	7.3619113E+005
2	1	0	1	0	3.126489921018219E+001	8.3718479E-001	8.3718616E-001	1.099785177963605E-003	0	3.6440867E-006	14	0	9.2072491E-007	7.6122700E+005
2	1	0	1	0	3.132649920862605E+001	8.3410484E-001	8.3410138E-001	1.056276713330755E-003	0	3.7096538E-006	14	0	8.8104184E-007	7.8966181E+005
2	1	0	1	0	3.138789920707495E+001	8.3103484E-001	8.3102858E-001	1.018886137843459E-003	0	3.7725774E-006	14	0	8.4672348E-007	8.1562456E+005
2	1	0	1	0	3.144949920551881E+001	8.2795477E-001	8.2794046E-001	9.868879702906825E-004	0	3.8335684E-006	14	0	8.1708447E-007	8.3894069E+005
2	1	0	1	0	3.151109920396266E+001	8.2487476E-001	8.2484090E-001	9.546634784177842E-004	0	3.8924959E-006	14	0	7.8744546E-007	8.6401219E+005
2	1	0	1	0	3.157269920240651E+001	8.2179475E-001	8.2178771E-001	9.222300450593690E-004	0	3.9495235E-006	14	0	7.5787733E-007	8.9108756E+005
2	1	0	1	0	3.163409920085542E+001	8.1872475E-001	8.1868845E-001	8.974212563150905E-004	0	4.0045375E-006	14	0	7.3470841E-007	9.1226775E+005
2	1	0	1	0	3.169569919929927E+001	8.1564480E-001	8.1562555E-001	8.692408141950676E-004	0	4.0581831E-006	14	0	7.0897499E-007	9.3831944E+005
2	1	0	1	0	3.175729919774312E+001	8.1256479E-001	8.1257707E-001	8.425367774798458E-004	0	4.1101889E-006	14	0	6.8462606E-007	9.6444106E+005
2	1	0	1	0	3.181889919618698E+001	8.0948466E-001	8.0943304E-001	8.183171053227556E-004	0	4.1606518E-006	14	0	6.6237288E-007	9.8914350E+005
2	1	0	1	0	3.188049919463083E+001	8.0640477E-001	8.0645621E-001	7.957385563321789E-004	0	4.2096999E-006	14	0	6.4172832E-007	1.0134688E+006
2	1	0	1	0	3.194189919307973E+001	8.0333471E-001	8.0342311E-001	7.745706138526393E-004	0	4.2571828E-006	14	0	6.2230794E-007	1.0372497E+006
2	1	0	1	0	3.200349919152359E+001	8.0025470E-001	8.0025256E-001	7.555687247764948E-004	0	4.3036412E-006	14	0	6.0464578E-007	1.0591394E+006
2	1	0	1	0	3.206509918996744E+001	7.9717475E-001	7.9718089E-001	7.377547606682959E-004	0	4.3489354E-006	14	0	5.8812401E-007	1.0805500E+006
2	1	0	1	0	3.212669918841129E+001	7.9409474E-001	7.9411411E-001	7.200799024930926E-004	0	4.3931091E-006	14	0	5.7182564E-007	1.1028139E+006
2	1	0	1	0	3.218809918686020E+001	7.9102474E-001	7.9104507E-001	7.037829386723395E-004	0	4.4360854E-006	14	0	5.5672405E-007	1.1239901E+006
2	1	0	1	0	3.224969918530405E+001	7.8794461E-001	7.8804243E-001	6.880304175882496E-004	0	4.4782564E-006	14	0	5.4219714E-007	1.1453599E+006
2	1	0	1	0	3.231129918374791E+001	7.8486466E-001	7.8492212E-001	6.738130551324755E-004	0	4.5194638E-006	14	0	5.2889078E-007	1.1648960E+006
2	1	0	1	0	3.237289918219176E+001	7.8178471E-001	7.8180987E-001	6.577278807627779E-004	0	4.5597935E-006	14	0	5.1421813E-007	1.1886525E+006
2	1	0	1	0	3.243449918063561E+001	7.7870470E-001	7.7870148E-001	6.456720027183463E-004	0	4.5992629E-006	14	0	5.0278572E-007	1.2060326E+006
2	1	0	1	0	3.249589917908452E+001	7.7563471E-001	7.7564716E-001	6.353541134871809E-004	0	4.6377886E-006	14	0	4.9281061E-007	1.2208108E+006
2	1	0	1	0	3.255749917752837E+001	7.7255470E-001	7.7258360E-001	6.231097923492020E-004	0	4.6758059E-006	14	0	4.8140441E-007	1.2398836E+006
2	1	0	1	0	3.261909917597222E+001	7.6947469E-001	7.6951247E-001	6.127743919245041E-004	0	4.7132003E-006	14	0	4.7153753E-007	1.2557844E+006
2	1	0	1	0	3.268069917441608E+001	7.6639462E-001	7.6645076E-001	6.046820276437697E-004	0	4.7499771E-006	14	0	4.6345900E-007	1.2675270E+006
2	1	0	1	0	3.274209917286498E+001	7.6332468E-001	7.6336539E-001	5.910908143211650E-004	0	4.7858907E-006	14	0	4.5121826E-007	1.2914520E+006
2	1	0	1	0	3.280369917130884E+001	7.6024461E-001	7.6028663E-001	5.820994524996723E-004	0	4.8213105E-006	14	0	4.4256242E-007	1.3061113E+006
2	1	0	1	0	3.286529916975269E+001	7.5716466E-001	7.5722414E-001	5.712962795597441E-004	0	4.8561164E-006	14	0	4.3259934E-007	1.3254491E+006
2	1	0	1	0	3.292689916819654E+001	7.5408471E-001	7.5414526E-001	5.643806736292962E-004	0	4.8903275E-006	14	0	4.2562502E-007	1.3362351E+006
2	1	0	1	0	3.298849916664039E+001	7.5100464E-001	7.5107950E-001	5.551832618595192E-004	0	4.9240343E-006	14	0	4.1698678E-007	1.3528496E+006
2	1	0	1	0	3.304989916508930E+001	7.4793464E-001	7.4796653E-001	5.461811149240158E-004	0	4.9570663E-006	14	0	4.0852518E-007	1.3694478E+006
2	1	0	1	0	3.311149916353315E+001	7.4485457E-001	7.4492216E-001	5.410208685559387E-004	0	4.9897476E-006	14	0	4.0301845E-007	1.3768825E+006
2	1	0	1	0	3.317309916197701E+001	7.4177456E-001	7.4183393E-001	5.322850122158763E-004	0	5.0219451E-006	14	0	3.9486707E-007	1.3936780E+006
2	1	0	1	0	3.323469916042086E+001	7.3869461E-001	7.3872954E-001	5.252951490188921E-004	0	5.0537515E-006	14	0	3.8805103E-007	1.4063133E+006
2	1	0	1	0	3.329609915886977E+001	7.3562461E-001	7.3570400E-001	5.202391742509728E-004	0	5.0849899E-006	14	0	3.8274203E-007	1.4141650E+006
2	1	0	1	0	3.335769915731362E+001	7.3254460E-001	7.3258716E-001	5.122259103655154E-004	0	5.1159427E-006	14	0	3.7525012E-007	1.4302033E+006
2	1	0	1	0	3.341929915575747E+001	7.2946459E-001	7.2954285E-001	5.043672947315824E-004	0	5.1464676E-006	14	0	3.6795757E-007	1.4464515E+006
2	1	0	1	0	3.348089915420132E+001	7.2638458E-001	7.2644085E-001	4.991299418392187E-004	0	5.1766174E-006	14	0	3.6258837E-007	1.4554143E+006
2	1	0	1	0	3.354249915264518E+001	7.2330457E-001	7.2342485E-001	4.928110240177501E-004	0	5.2063369E-006	14	0	3.5651175E-007	1.4679559E+006
2	1	0	1	0	3.360389915109408E+001	7.2023457E-001	7.2030216E-001	4.862878396115806E-004	0	5.2355081E-006	14	0	3.5027418E-007	1.4812260E+006
2	1	0	1	0	3.366549914953794E+001	7.1715456E-001	7.1719217E-001	4.816406335788350E-004	0	5.2645619E-006	14	0	3.4542890E-007	1.4890608E+006
2	1	0	1	0	3.372709914798179E+001	7.1407455E-001	7.1415281E-001	4.771178391676752E-004	0	5.2932924E-006	14	0	3.4073506E-007	1.4968059E+006
2	1	0	1	0	3.378869914642564E+001	7.1099460E-001	7.1103400E-001	4.730412849481272E-004	0	5.3217091E-006	14	0	3.3634845E-007	1.5031119E+006
2	1	0	1	0	3.385009914487455E+001	7.0792454E-001	7.0793778E-001	4.680215190424555E-004	0	5.3497015E-006	14	0	3.3133011E-007	1.5126180E+006
2	1	0	1	0	3.391169914331840E+001	7.0484459E-001	7.0488459E-001	4.653369098399302E-004	0	5.3775293E-006	14	0	3.2800881E-007	1.5147834E+006
2	1	0	1	0	3.397329914176225E+001	7.0176464E-001	7.0176470E-001	4.598906112786264E-004	0	5.4051243E-006	14	0	3.2273499E-007	1.5259383E+006
2	1	0	1	0	3.403489914020611E+001	6.9868451E-001	6.9874614E-001	4.561298058067438E-004	0	5.4324832E-006	14	0	3.1871895E-007	1.5319020E+006
2	1	0	1	0	3.409649913864996E+001	6.9560456E-001	6.9565058E-001	4.529880426676633E-004	0	5.4596117E-006	14	0	3.1512138E-007	1.5356930E+006
2	1	0	1	0	3.415789913709887E+001	6.9253457E-001	6.9253725E-001	4.496579221150154E-004	0	5.4863876E-006	14	0	3.1140485E-007	1.5401424E+006
2	1	0	1	0	3.421949913554272E+001	6.8945456E-001	6.8948913E-001	4.457801139591193E-004	0	5.5130818E-006	14	0	3.0736055E-007	1.5467023E+006
2	1	0	1	0	3.428109913398657E+001	6.8637455E-001	6.8643349E-001	4.421599104870917E-004	0	5.5395581E-006	14	0	3.0351336E-007	1.5524553E+006
2	1	0	1	0	3.434269913243043E+001	6.8329453E-001	6.8333977E-001	4.363042032308317E-004	0	5.5657847E-006	14	0	2.9814402E-007	1.5662003E+006
2	1	0	1	0	3.440419913087680E+001	6.8022013E-001	6.8030846E-001	4.348902871424290E-004	0	5.5917089E-006	14	0	2.9585954E-007	1.5643220E+006
2	1	0	1	0	3.446569912932318E+001	6.7714560E-001	6.7721063E-001	4.316366239111458E-004	0	5.6174304E-006	14	0	2.9230890E-007	1.5689369E+006
2	1	0	1	0	3.452729912776704E+001	6.7406559E-001	6.7412388E-001	4.257291279380470E-004	0	5.6429567E-006	14	0	2.8699418E-007	1.5834573E+006
2	1	0	1	0	3.458889912621089E+001	6.7098558E-001	6.7105180E-001	4.251162847508814E-004	0	5.6682566E-006	14	0	2.8527504E-007	1.5785135E+006
2	1	0	1	0	3.465049912465474E+001	6.6790563E-001	6.6792548E-001	4.219023434331262E-004	0	5.6933959E-006	14	0	2.8179932E-007	1.5831281E+006
2	1	0	1	0	3.471189912310365E+001	6.6483557E-001	6.6484070E-001	4.188494876796304E-004	0	5.7182556E-006	14	0	2.7846818E-007	1.5873021E+006
2	1	0	1	0	3.477349912154750E+001	6.6175562E-001	6.6177833E-001	4.164819883830835E-004	0	5.7430734E-006	14	0	2.7561876E-007	1.5889723E+006
2	1	0	1	0	3.483509911999136E+001	6.5867561E-001	6.5869033E-001	4.127717420604384E-004	0	5.7677007E-006	14	0	2.7188875E-007	1.5957738E+006
2	1	0	1	0	3.489669911843521E+001	6.5559554E-001	6.5563118E-001	4.104487541250080E-004	0	5.7921152E-006	14	0	2.6910300E-007	1.5973521E+006
2	1	0	1	0	3.495829911687906E+001	6.5251559E-001	6.5250087E-001	4.084085756939216E-004	0	5.8163560E-006	14	0	2.6648695E-007	1.5976669E+006
2	1	0	1	0	3.501969911532797E+001	6.4944553E-001	6.4949584E-001	4.051577942246103E-004	0	5.8403612E-006	14	0	2.6314831E-007	1.6030689E+006
2	1	0	1	0	3.508129911377182E+001	6.4636552E-001	6.4642483E-001	4.030722633341635E-004	0	5.8643418E-006	14	0	2.6055591E-007	1.6037443E+006
2	1	0	1	0	3.514289911221567E+001	6.4328551E-001	6.4335340E-001	4.008644140537010E-004	0	5.8881351E-006	14	0	2.5789748E-007	1.6049153E+006
2	1	0	1	0	3.520449911065953E+001	6.4020556E-001	6.4023602E-001	3.971076108557018E-004	0	5.9117629E-006	14	0	2.5424259E-007	1.6122481E+006
2	1	0	1	0	3.526589910910843E+001	6.3713557E-001	6.3717824E-001	3.953939609240958E-004	0	5.9351892E-006	14	0	2.5193643E-007	1.6115023E+006
2	1	0	1	0	3.532749910755228E+001	6.3405550E-001	6.3411844E-001	3.920099358727001E-004	0	5.9585045E-006	14	0	2.4858073E-007	1.6176081E+006
2	1	0	1	0	3.538909910599614E+001	6.3097554E-001	6.3105994E-001	3.910199096505596E-004	0	5.9816125E-006	14	0	2.4675700E-007	1.6138819E+006
2	1	0	1	0	3.545069910443999E+001	6.2789553E-001	6.2791520E-001	3.893420031490851E-004	0	6.0046441E-006	14	0	2.4447377E-007	1.6127600E+006
2	1	0	1	0	3.551229910288384E+001	6.2481552E-001	6.2481707E-001	3.881725823154207E-004	0	6.0275775E-006	14	0	2.4253686E-007	1.6096374E+006
2	1	0	1	0	3.557369910133275E+001	6.2174553E-001	6.2173623E-001	3.860756465709964E-004	0	6.0502630E-006	14	0	2.4003722E-007	1.6104000E+006
2	1	0	1	0	3.563529909977660E+001	6.1866552E-001	6.1866403E-001	3.847758585849782E-004	0	6.0729262E-006	14	0	2.3804698E-007	1.6078556E+006
2	1	0	1	0	3.569689909822046E+001	6.1558557E-001	6.1559665E-001	3.800604290636689E-004	0	6.0954367E-006	14	0	2.3396393E-007	1.6197336E+006
2	1	0	1	0	3.575849909666431E+001	6.1250550E-001	6.1250991E-001	3.791877449271387E-004	0	6.1178030E-006	14	0	2.3225626E-007	1.6153210E+006
2	1	0	1	0	3.581989909511321E+001	6.0943550E-001	6.0944384E-001	3.762528669016328E-004	0	6.1399642E-006	14	0	2.2930499E-007	1.6197720E+006
2	1	0	1	0	3.588149909355707E+001	6.0635549E-001	6.0643196E-001	3.721144753029426E-004	0	6.1620444E-006	14	0	2.2566211E-007	1.6296920E+006
2	1	0	1	0	3.594309909200092E+001	6.0327548E-001	6.0329312E-001	3.716850923810187E-004	0	6.1839633E-006	14	0	2.2423507E-007	1.6231298E+006
2	1	0	1	0	3.600469909044477E+001	6.0019553E-001	6.0016692E-001	3.698962230190544E-004	0	6.2057616E-006	14	0	2.2199947E-007	1.6225279E+006
2	1	0	1	0	3.606629908888863E+001	5.9711546E-001	5.9715128E-001	3.675173066779907E-004	0	6.2274444E-006	14	0	2.1946343E-007	1.6248249E+006
2	1	0	1	0	3.612769908733753E+001	5.9404552E-001	5.9408307E-001	3.644977953725216E-004	0	6.2489271E-006	14	0	2.1654196E-007	1.6298674E+006
2	1	0	1	0	3.618929908578139E+001	5.9096539E-001	5.9098667E-001	3.628464739860355E-004	0	6.2703102E-006	14	0	2.1443743E-007	1.6287513E+006
2	1	0	1	0	3.625089908422524E+001	5.8788544E-001	5.8792526E-001	3.612035662116962E-004	0	6.2915537E-006	14	0	2.1236070E-007	1.6276840E+006
2	1	0	1	0	3.631249908266909E+001	5.8480543E-001	5.8476955E-001	3.593272989209397E-004	0	6.3126818E-006	14	0	2.1012366E-007	1.6274009E+006
2	1	0	1	0	3.637389908111800E+001	5.8173543E-001	5.8173263E-001	3.567342358981317E-004	0	6.3335501E-006	14	0	2.0752394E-007	1.6307171E+006
2	1	0	1	0	3.643549907956185E+001	5.7865542E-001	5.7866687E-001	3.534113148695303E-004	0	6.3543816E-006	14	0	2.0450742E-007	1.6373750E+006
2	1	0	1	0	3.649709907800570E+001	5.7557547E-001	5.7557535E-001	3.519319724821154E-004	0	6.3750836E-006	14	0	2.0256337E-007	1.6354734E+006
2	1	0	1	0	3.655869907644956E+001	5.7249552E-001	5.7247573E-001	3.516716073384361E-004	0	6.3956440E-006	14	0	2.0132346E-007	1.6278703E+006
2	1	0	1	0	3.662029907489341E+001	5.6941539E-001	5.6941080E-001	3.467832030588374E-004	0	6.4160899E-006	14	0	1.9746210E-007	1.6419791E+006
2	1	0	1	0	3.668169907334232E+001	5.6634545E-001	5.6631315E-001	3.423842135517130E-004	0	6.4362825E-006	14	0	1.9389668E-007	1.6540283E+006
2	1	0	1	0	3.674329907178617E+001	5.6326544E-001	5.6326222E-001	3.415165571589327E-004	0	6.4563715E-006	14	0	1.9236337E-007	1.6492970E+006
2	1	0	1	0	3.680489907023002E+001	5.6018543E-001	5.6019831E-001	3.382400602705141E-004	0	6.4762776E-006	14	0	1.8948151E-007	1.6562151E+006
2	1	0	1	0	3.686649906867387E+001	5.5710542E-001	5.5713665E-001	3.344455136713590E-004	0	6.4959563E-006	14	0	1.8633186E-007	1.6658518E+006
2	1	0	1	0	3.692789906712278E+001	5.5403543E-001	5.5404377E-001	3.331798233993030E-004	0	6.5153827E-006	14	0	1.8459620E-007	1.6628971E+006
2	1	0	1	0	3.698949906556663E+001	5.5095541E-001	5.5091923E-001	3.289154209184758E-004	0	6.5346480E-006	14	0	1.8120583E-007	1.6749571E+006
2	1	0	1	0	3.705109906401049E+001	5.4787534E-001	5.4785138E-001	3.257319778567497E-004	0	6.5536638E-006	14	0	1.7845271E-007	1.6819085E+006
2	1	0	1	0	3.711269906245434E+001	5.4479539E-001	5.4477787E-001	3.202256106664470E-004	0	6.5724889E-006	14	0	1.7445183E-007	1.7012314E+006
2	1	0	1	0	3.717429906089819E+001	5.4171538E-001	5.4165900E-001	3.180855182838031E-004	0	6.5910767E-006	14	0	1.7229388E-007	1.7028723E+006
2	1	0	1	0	3.723569905934710E+001	5.3864539E-001	5.3863305E-001	3.134223864579488E-004	0	6.6093435E-006	14	0	1.6881965E-007	1.7185533E+006
2	1	0	1	0	3.729729905779095E+001	5.3556538E-001	5.3554398E-001	3.099665481755675E-004	0	6.6274492E-006	14	0	1.6600072E-007	1.7277476E+006
2	1	0	1	0	3.735889905623480E+001	5.3248537E-001	5.3247368E-001	3.063146884497384E-004	0	6.6453067E-006	14	0	1.6310452E-007	1.7383224E+006
2	1	0	1	0	3.742049905467866E+001	5.2940536E-001	5.2941847E-001	3.005725246258513E-004	0	6.6628918E-006	14	0	1.5912865E-007	1.7613668E+006
2	1	0	1	0	3.748189905312756E+001	5.2633530E-001	5.2627158E-001	2.929513236100325E-004	0	6.6800044E-006	14	0	1.5417196E-007	1.7964473E+006
2	1	0	1	0	3.754349905157142E+001	5.2325535E-001	5.2326196E-001	2.882960325864383E-004	0	6.6967696E-006	14	0	1.5085435E-007	1.8150161E+006
2	1	0	1	0	3.760509905001527E+001	5.2017534E-001	5.2015382E-001	2.818729273832738E-004	0	6.7131587E-006	14	0	1.4661728E-007	1.8453486E+006
2	1	0	1	0	3.766669904845912E+001	5.1709533E-001	5.1708257E-001	2.734053748049089E-004	0	6.7291198E-006	14	0	1.4137315E-007	1.8912670E+006
2	1	0	1	0	3.772829904690298E+001	5.1401538E-001	5.1402014E-001	2.665413781989336E-004	0	6.7446431E-006	14	0	1.3700763E-007	1.9284816E+006
2	1	0	1	0	3.778969904535188E+001	5.1094532E-001	5.1090258E-001	2.582926290381569E-004	0	6.7596034E-006	14	0	1.3196237E-007	1.9779991E+006
2	1	0	1	0	3.785129904379573E+001	5.0786537E-001	5.0782740E-001	2.504936736632865E-004	0	6.7740784E-006	14	0	1.2720756E-007	2.0273063E+006
2	1	0	1	0	3.791289904223959E+001	5.0478530E-001	5.0473094E-001	2.394630941484582E-004	0	6.7879819E-006	14	0	1.2086443E-007	2.1077608E+006
2	1	0	1	0	3.797449904068344E+001	5.0170529E-001	5.0162190E-001	2.291787776966580E-004	0	6.8012159E-006	14	0	1.1496110E-007	2.1887800E+006
2	1	0	1	0	3.803589903913235E+001	4.9863532E-001	4.9858528E-001	2.163829986704616E-004	0	6.8136496E-006	14	0	1.0788538E-007	2.3041795E+006
2	1	0	1	0	3.809749903757620E+001	4.9555534E-001	4.9551052E-001	2.034672703643357E-004	0	6.8254067E-006	14	0	1.0082017E-007	2.4353328E+006
2	1	0	1	0	3.815909903602005E+001	4.9247530E-001	4.9243215E-001	1.906775462187931E-004	0	6.8363329E-006	14	0	9.3895757E-008	2.5825388E+006
2	1	0	1	0	3.822069903446391E+001	4.8939526E-001	4.8932630E-001	1.736083693646903E-004	0	6.8463196E-006	14	0	8.4951139E-008	2.8185640E+006
2	1	0	1	0	3.828229903290776E+001	4.8631531E-001	4.8625627E-001	1.554271483365662E-004	0	6.8552840E-006	14	0	7.5577425E-008	3.1285158E+006
2	1	0	1	0	3.834369903135666E+001	4.8324522E-001	4.8319945E-001	1.378234075873281E-004	0	6.8630393E-006	14	0	6.6596193E-008	3.5059318E+006
2	1	0	1	0	3.840529902980052E+001	4.8016527E-001	4.8014590E-001	1.167213905511086E-004	0	6.8696158E-006	14	0	5.6043298E-008	4.1136068E+006
2	1	0	1	0	3.846689902824437E+001	4.7708529E-001	4.7699568E-001	9.094222973498548E-005	0	6.8747631E-006	14	0	4.3379050E-008	5.2450405E+006
2	1	0	1	0	3.852849902668822E+001	4.7400528E-001	4.7397435E-001	6.690554614817445E-005	0	6.8783688E-006	14	0	3.1711512E-008	7.0842310E+006
2	1	0	1	0	3.858989902513713E+001	4.7093529E-001	4.7081274E-001	3.664190260207708E-005	0	6.8802487E-006	14	0	1.7251475E-008	1.2849025E+007
2	1	0	1	0	3.865149902358098E+001	4.6785522E-001	4.6775627E-001	6.544561997159663E-006	0	6.8802588E-006	14	0	3.0612599E-009	7.1472512E+007
2	1	0	1	0	3.871309902202484E+001	4.6477526E-001	4.6469358E-001	-2.902546252534047E-005	0	6.8781555E-006	14	0	-1.3487946E-008	1.6009859E+007
2	0	0	1	0	3.877469902046869E+001	4.6169522E-001	4.6162158E-001	-6.912730147484447E-005	0	6.8737427E-006	14	0	-3.1910655E-008	6.6778475E+006
2	0	0	1	0	3.883629901891254E+001	4.5861521E-001	4.5853657E-001	-1.121243603292828E-004	0	6.8666927E-006	14	0	-5.1413117E-008	4.0895355E+006
2	0	0	1	0	3.889769901736145E+001	4.5554522E-001	4.5547152E-001	-1.602865160749362E-004	0	6.8568042E-006	14	0	-7.3005943E-008	2.8416085E+006
2	0	0	1	0	3.895929901580530E+001	4.5246524E-001	4.5236853E-001	-2.136533402639562E-004	0	6.8437562E-006	14	0	-9.6650048E-008	2.1173015E+006
2	0	0	1	0	3.902089901424915E+001	4.4938523E-001	4.4928259E-001	-2.722980269386006E-004	0	6.8271734E-006	14	0	-1.2233876E-007	1.6499664E+006
2	0	0	1	0	3.908249901269301E+001	4.4630519E-001	4.4619766E-001	-3.407286507321793E-004	0	6.8066392E-006	14	0	-1.5203233E-007	1.3095396E+006
2	0	0	1	0	3.914389901114191E+001	4.4323522E-001	4.4314787E-001	-4.142480069289777E-004	0	6.7818137E-006	14	0	-1.8357312E-007	1.0697646E+006
2	0	0	1	0	3.920549900958576E+001	4.4015518E-001	4.4007275E-001	-4.941947861213190E-004	0	6.7521123E-006	14	0	-2.1748166E-007	8.9048438E+005
2	0	0	1	0	3.926709900802962E+001	4.3707520E-001	4.3695217E-001	-5.870511359968335E-004	0	6.7170122E-006	14	0	-2.5651326E-007	7.4431706E+005
2	0	0	1	0	3.932869900647347E+001	4.3399522E-001	4.3390420E-001	-6.870219581125731E-004	0	6.6758989E-006	14	0	-2.9810172E-007	6.3157256E+005
2	0	0	1	0	3.939029900491732E+001	4.3091515E-001	4.3077818E-001	-7.981167292818315E-004	0	6.6281723E-006	14	0	-3.4381128E-007	5.3974331E+005
2	0	0	1	0	3.945169900336623E+001	4.2784515E-001	4.2770305E-001	-9.239263517328887E-004	0	6.5732174E-006	14	0	-3.9516613E-007	4.6291900E+005
2	0	0	1	0	3.951329900181008E+001	4.2476514E-001	4.2459729E-001	-1.060038476657862E-003	0	6.5099371E-006	14	0	-4.5008946E-007	4.0054894E+005
2	0	0	1	0	3.957489900025394E+001	4.2168519E-001	4.2150944E-001	-1.212918201381068E-003	0	6.4377077E-006	14	0	-5.1125647E-007	3.4751678E+005
2	0	0	1	0	3.963649899869779E+001	4.1860515E-001	4.1843027E-001	-1.381519672777897E-003	0	6.3555253E-006	14	0	-5.7806966E-007	3.0287681E+005
2	0	0	1	0	3.969789899714669E+001	4.1553515E-001	4.1536853E-001	-1.564826616535911E-003	0	6.2626414E-006	14	0	-6.4997971E-007	2.6544059E+005
2	0	0	1	0	3.975949899559055E+001	4.1245517E-001	4.1224533E-001	-1.769396309133073E-003	0	6.1573996E-006	14	0	-7.2942538E-007	2.3298644E+005
2	0	0	1	0	3.982109899403440E+001	4.0937510E-001	4.0921748E-001	-1.997289251279082E-003	0	6.0387119E-006	14	0	-8.1732566E-007	2.0488644E+005
2	0	0	1	0	3.988269899247825E+001	4.0629515E-001	4.0612453E-001	-2.245367935827285E-003	0	5.9050903E-006	14	0	-9.1189901E-007	1.8087216E+005
2	0	0	1	0	3.994429899092211E+001	4.0321514E-001	4.0307039E-001	-2.526171999473340E-003	0	5.7550260E-006	14	0	-1.0182251E-006	1.5955778E+005
2	0	0	1	0	4.000569898937101E+001	4.0014511E-001	3.9998043E-001	-2.827499987785989E-003	0	5.5873888E-006	14	0	-1.1309446E-006	1.4146081E+005
2	0	0	1	0	4.006729898781487E+001	3.9706510E-001	3.9687979E-001	-3.170796637038290E-003	0	5.3991639E-006	14	0	-1.2584251E-006	1.2516722E+005
