freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	time/s	<Ewe>/V	<I>/mA	Cs/µF	Cp/µF	cycle number	I Range	|Ewe|/V	|I|/A	Ns	(Q-Qo)/mA.h	Re(Y)/Ohm-1	Im(Y)/Ohm-1	|Y|/Ohm-1	Phase(Y)/deg	Re(C)/nF	Im(C)/nF	|C|/nF	Phase(C)/deg	Re(M)	Im(M)	|M|	Phase(M)/deg	Re(Permittivity)	Im(Permittivity)	|Permittivity|	Phase(Permittivity)/deg	Re(Resistivity)/Ohm.cm	Im(Resistivity)/Ohm.cm	|Resistivity|/Ohm.cm	Phase(Resistivity)/deg	Re(Conductivity)/mS/cm	Im(Conductivity)/mS/cm	|Conductivity|/mS/cm	Phase(Conductivity)/deg	Tan(Delta)	Loss Angle(Delta)/deg	dq/mA.h	Pwe/W	Rwe/Ohm	
1.0000371E+005	6.7932601E+000	2.2236223E+000	7.1479282E+000	-1.8124706E+001	5.167088321576011E+001	2.9167929E-001	-4.0391009E-002	7.1571970E-001	6.9263533E-002	1.000000000000000E+000	10	9.0798726E-003	1.2702803E-003	0	-1.642567745137300E-005	1.3295905E-001	4.3521181E-002	1.3990068E-001	1.8124706E+001	6.9263557E+001	2.1160304E+002	2.2265059E+002	-7.1875290E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	7.1875290E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-7.1875290E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.8124706E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.8124706E+001	3.0550423E+000	7.1875290E+001	-1.642567745137300E-005	-1.1781221E-005	7.2213916E+003
6.8261953E+004	6.8723164E+000	3.3020306E+000	7.6244435E+000	-2.5663488E+001	5.210788120984216E+001	2.9167536E-001	-4.0281199E-002	7.0609045E-001	1.3243605E-001	1.000000000000000E+000	10	1.0500122E-002	1.3771657E-003	0	-2.320316129390590E-005	1.1821888E-001	5.6802150E-002	1.3115712E-001	2.5663488E+001	1.3243605E+002	2.7563113E+002	3.0579703E+002	-6.4336510E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	6.4336510E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-6.4336510E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-2.5663488E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	2.5663488E+001	2.0812395E+000	6.4336510E+001	-6.777483842532899E-006	-1.1749034E-005	7.2409800E+003
4.6596645E+004	7.0120668E+000	4.8134332E+000	8.5051880E+000	-3.4467651E+001	5.254489592395839E+001	2.9166889E-001	-4.1889299E-002	7.0959502E-001	2.2727549E-001	1.000000000000000E+000	10	1.0756860E-002	1.2647409E-003	0	-2.614128568524029E-005	9.6934460E-002	6.6540666E-002	1.1757530E-001	3.4467651E+001	2.2727550E+002	3.3108820E+002	4.0158878E+002	-5.5532349E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	5.5532349E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-5.5532349E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-3.4467651E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	3.4467651E+001	1.4567704E+000	5.5532349E+001	-2.938124391334392E-006	-1.2217805E-005	6.9628496E+003
3.1806711E+004	7.2292666E+000	6.9725885E+000	1.0043868E+001	-4.3964577E+001	5.298189013134106E+001	2.9167652E-001	-4.1416552E-002	7.1764117E-001	3.4585449E-001	1.000000000000000E+000	10	1.0944082E-002	1.0896282E-003	0	-3.134577398562882E-005	7.1662545E-002	6.9118142E-002	9.9563234E-002	4.3964577E+001	3.4585449E+002	3.5858621E+002	4.9819614E+002	-4.6035423E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	4.6035423E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-4.6035423E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-4.3964577E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	4.3964577E+001	1.0368124E+000	4.6035431E+001	-5.204488300388523E-006	-1.2080236E-005	7.0425107E+003
2.1711699E+004	7.6024756E+000	1.0047137E+001	1.2599310E+001	-5.2885910E+001	5.341889017881476E+001	2.9167208E-001	-4.0938225E-002	7.2959858E-001	4.6395424E-001	1.000000000000000E+000	10	1.0686856E-002	8.4820960E-004	0	-3.635634073242383E-005	4.7891837E-002	6.3292004E-002	7.9369426E-002	5.2885910E+001	4.6395422E+002	3.5106522E+002	5.8180780E+002	-3.7114090E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	3.7114090E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-3.7114090E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-5.2885910E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	5.2885910E+001	7.5668079E-001	3.7114090E+001	-5.010566746795017E-006	-1.1940537E-005	7.1246880E+003
1.4817771E+004	8.2357082E+000	1.4431687E+001	1.6616272E+001	-6.0287964E+001	5.385688502623816E+001	2.9168138E-001	-4.0229104E-002	7.4425226E-001	5.6141913E-001	1.000000000000000E+000	10	1.0169047E-002	6.1199331E-004	0	-4.058422181882714E-005	2.9828660E-002	5.2269693E-002	6.0181972E-002	6.0287964E+001	5.6141913E+002	3.2038412E+002	6.4640344E+002	-2.9712036E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	2.9712036E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-2.9712036E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-6.0287964E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	6.0287964E+001	5.7066840E-001	2.9712036E+001	-4.227881086403312E-006	-1.1734081E-005	7.2505063E+003
1.0113567E+004	9.3614368E+000	2.0660927E+001	2.2682821E+001	-6.5624786E+001	5.415288261367823E+001	2.9167533E-001	-4.1129943E-002	7.6166844E-001	6.3193357E-001	1.000000000000000E+000	10	9.5432447E-003	4.2072564E-004	0	-4.370413283308476E-005	1.8194845E-002	4.0156480E-002	4.4086225E-002	6.5624786E+001	6.3193353E+002	2.8632822E+002	6.9377509E+002	-2.4375214E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	2.4375214E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-2.4375214E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-6.5624786E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	6.5624786E+001	4.5309860E-001	2.4375214E+001	-3.119911014257618E-006	-1.1996590E-005	7.0915566E+003
6.9048516E+003	1.1303478E+001	2.9567087E+001	3.1654087E+001	-6.9078178E+001	5.452684561806382E+001	2.9167321E-001	-3.5678420E-002	7.7957380E-001	6.8016571E-001	1.000000000000000E+000	10	9.0105850E-003	2.8465787E-004	0	-4.746418656445328E-005	1.1281127E-002	2.9508624E-002	3.1591497E-002	6.9078178E+001	6.8016577E+002	2.6002692E+002	7.2817542E+002	-2.0921822E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	2.0921822E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-2.0921822E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-6.9078178E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	6.9078178E+001	3.8229936E-001	2.0921814E+001	-3.760053731368521E-006	-1.0406439E-005	8.1750596E+003
4.7165098E+003	1.4682947E+001	4.1957333E+001	4.4452297E+001	-7.0712532E+001	5.569811255376408E+001	2.9171073E-001	-5.0791889E-002	8.0425084E-001	7.1650440E-001	1.000000000000000E+000	11	1.0097986E-002	2.2716455E-004	0	-6.049469939066654E-005	7.4306163E-003	2.1233397E-002	2.2496026E-002	7.0712532E+001	7.1650433E+002	2.5074033E+002	7.5911078E+002	-1.9287468E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.9287468E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.9287468E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-7.0712532E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	7.0712532E+001	3.4994948E-001	1.9287476E+001	-1.303051282621325E-005	-1.4816539E-005	5.7432544E+003
3.2169119E+003	2.0910324E+001	5.9037201E+001	6.2630924E+001	-7.0496414E+001	5.616532473594998E+001	2.9170439E-001	-5.0708987E-002	8.3802158E-001	7.4461037E-001	1.000000000000000E+000	11	9.1034817E-003	1.4535122E-004	0	-6.686176591507360E-005	5.3306869E-003	1.5050402E-002	1.5966553E-002	7.0496414E+001	7.4461035E+002	2.6373282E+002	7.8993646E+002	-1.9503586E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.9503586E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.9503586E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-7.0496414E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	7.0496414E+001	3.5418895E-001	1.9503586E+001	-6.367066524407065E-006	-1.4792034E-005	5.7525186E+003
2.1957024E+003	3.2015865E+001	8.1810196E+001	8.7851715E+001	-6.8627449E+001	5.685708087548119E+001	2.9169106E-001	-5.0763391E-002	8.8601124E-001	7.6834029E-001	1.000000000000000E+000	11	9.8525211E-003	1.1214945E-004	0	-7.643752099137539E-005	4.1482481E-003	1.0600027E-002	1.1382817E-002	6.8627449E+001	7.6834027E+002	3.0068469E+002	8.2508063E+002	-2.1372551E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	2.1372551E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-2.1372551E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-6.8627449E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	6.8627449E+001	3.9134321E-001	2.1372559E+001	-9.575755076301793E-006	-1.4807228E-005	5.7460908E+003
1.5004799E+003	5.1535152E+001	1.1006470E+002	1.2153235E+002	-6.4909790E+001	5.732309660427563E+001	2.9169506E-001	-5.0828967E-002	9.6370006E-001	7.9041332E-001	1.000000000000000E+000	11	9.6349623E-003	7.9278994E-005	0	-8.292614415032869E-005	3.4891507E-003	7.4518537E-003	8.2282620E-003	6.4909790E+001	7.9041333E+002	3.7009198E+002	8.7276648E+002	-2.5090210E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	2.5090210E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-2.5090210E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-6.4909790E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	6.4909790E+001	4.6822596E-001	2.5090210E+001	-6.488623158953295E-006	-1.4826559E-005	5.7387563E+003
1.0240167E+003	8.4086937E+001	1.4160948E+002	1.6469322E+002	-5.9298389E+001	5.779034243978094E+001	2.9169708E-001	-5.0857663E-002	1.0975410E+000	8.1143540E-001	1.000000000000000E+000	11	9.5230844E-003	5.7823174E-005	0	-8.946557074982168E-005	3.1001100E-003	5.2208458E-003	6.0718954E-003	5.9298389E+001	8.1143542E+002	4.8182593E+002	9.4370740E+002	-3.0701611E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	3.0701611E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-3.0701611E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-5.9298389E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	5.9298389E+001	5.9379452E-001	3.0701614E+001	-6.539426599492994E-006	-1.4835032E-005	5.7355581E+003
