mode	ox/red	error	control changes		time/s	control/V	Ewe/V	<I>/mA		(Q-Qo)/C	I Range		Pwe/W	Rwe/Ohm	
2	1	0	1	0	3.089549921951402E+001	8.5565490E-001	8.5559648E-001	1.607482732841226E-003	0	3.0336334E-006	14	0	1.3753565E-006	5.3225856E+005
2	1	0	1	0	3.095709921795788E+001	8.5257477E-001	8.5261720E-001	1.554471273832611E-003	0	3.1302322E-006	14	0	1.3253690E-006	5.4849338E+005
2	1	0	1	0	3.101869921640173E+001	8.4949481E-001	8.4949970E-001	1.505836533891095E-003	0	3.2238088E-006	14	0	1.2792077E-006	5.6413806E+005
2	1	0	1	0	3.108009921485063E+001	8.4642476E-001	8.4640366E-001	1.465899181723419E-003	0	3.3143222E-006	14	0	1.2407424E-006	5.7739556E+005
2	1	0	1	0	3.114169921329449E+001	8.4334481E-001	8.4334844E-001	1.430504042834204E-003	0	3.4029069E-006	14	0	1.2064133E-006	5.8954638E+005
2	1	0	1	0	3.120329921173834E+001	8.4026486E-001	8.4029216E-001	1.396918037612511E-003	0	3.4892876E-006	14	0	1.1738192E-006	6.0153288E+005
2	1	0	1	0	3.126489921018219E+001	8.3718479E-001	8.3719397E-001	1.360049412838321E-003	0	3.5734784E-006	14	0	1.1386252E-006	6.1556144E+005
2	1	0	1	0	3.132649920862605E+001	8.3410484E-001	8.3414710E-001	1.337433527661500E-003	0	3.6558474E-006	14	0	1.1156163E-006	6.2369238E+005
2	1	0	1	0	3.138789920707495E+001	8.3103484E-001	8.3107418E-001	1.304707328603629E-003	0	3.7361292E-006	14	0	1.0843086E-006	6.3698131E+005
2	1	0	1	0	3.144949920551881E+001	8.2795477E-001	8.2800215E-001	1.277859513677527E-003	0	3.8149860E-006	14	0	1.0580704E-006	6.4796025E+005
2	1	0	1	0	3.151109920396266E+001	8.2487476E-001	8.2492101E-001	1.255512521807750E-003	0	3.8923918E-006	14	0	1.0356987E-006	6.5703925E+005
2	1	0	1	0	3.157269920240651E+001	8.2179475E-001	8.2181203E-001	1.234986223101863E-003	0	3.9684855E-006	14	0	1.0149265E-006	6.6544225E+005
2	1	0	1	0	3.163409920085542E+001	8.1872475E-001	8.1874043E-001	1.213846696679406E-003	0	4.0429472E-006	14	0	9.9382532E-007	6.7450069E+005
2	1	0	1	0	3.169569919929927E+001	8.1564480E-001	8.1570029E-001	1.196393212916688E-003	0	4.1164658E-006	14	0	9.7589827E-007	6.8179950E+005
2	1	0	1	0	3.175729919774312E+001	8.1256479E-001	8.1260556E-001	1.177094536818509E-003	0	4.1888093E-006	14	0	9.5651353E-007	6.9034863E+005
2	1	0	1	0	3.181889919618698E+001	8.0948466E-001	8.0954212E-001	1.158451612073345E-003	0	4.2600614E-006	14	0	9.3781540E-007	6.9881394E+005
2	1	0	1	0	3.188049919463083E+001	8.0640477E-001	8.0647099E-001	1.141075783387329E-003	0	4.3302666E-006	14	0	9.2024453E-007	7.0676375E+005
2	1	0	1	0	3.194189919307973E+001	8.0333471E-001	8.0340594E-001	1.125654918104213E-003	0	4.3991831E-006	14	0	9.0435788E-007	7.1372313E+005
2	1	0	1	0	3.200349919152359E+001	8.0025470E-001	8.0032611E-001	1.110557838278632E-003	0	4.4674107E-006	14	0	8.8880842E-007	7.2065231E+005
2	1	0	1	0	3.206509918996744E+001	7.9717475E-001	7.9722089E-001	1.098874164072774E-003	0	4.5347761E-006	14	0	8.7604542E-007	7.2548881E+005
2	1	0	1	0	3.212669918841129E+001	7.9409474E-001	7.9418886E-001	1.089949527407850E-003	0	4.6014552E-006	14	0	8.6562579E-007	7.2864738E+005
2	1	0	1	0	3.218809918686020E+001	7.9102474E-001	7.9114407E-001	1.077735458770472E-003	0	4.6671848E-006	14	0	8.5264401E-007	7.3408000E+005
2	1	0	1	0	3.224969918530405E+001	7.8794461E-001	7.8801483E-001	1.065206512595680E-003	0	4.7324288E-006	14	0	8.3939852E-007	7.3977656E+005
2	1	0	1	0	3.231129918374791E+001	7.8486466E-001	7.8496683E-001	1.054955428752611E-003	0	4.7970020E-006	14	0	8.2810499E-007	7.4407581E+005
2	1	0	1	0	3.237289918219176E+001	7.8178471E-001	7.8177869E-001	1.041662791335165E-003	0	4.8608922E-006	14	0	8.1434979E-007	7.5051031E+005
2	1	0	1	0	3.243449918063561E+001	7.7870470E-001	7.7877766E-001	1.035077725188748E-003	0	4.9241662E-006	14	0	8.0609539E-007	7.5238569E+005
2	1	0	1	0	3.249589917908452E+001	7.7563471E-001	7.7567631E-001	1.025863242382843E-003	0	4.9866212E-006	14	0	7.9573783E-007	7.5612056E+005
2	1	0	1	0	3.255749917752837E+001	7.7255470E-001	7.7263749E-001	1.018942307545670E-003	0	5.0487520E-006	14	0	7.8727300E-007	7.5827400E+005
2	1	0	1	0	3.261909917597222E+001	7.6947469E-001	7.6954716E-001	1.009827563972627E-003	0	5.1103461E-006	14	0	7.7710996E-007	7.6205800E+005
2	1	0	1	0	3.268069917441608E+001	7.6639462E-001	7.6651114E-001	9.985732571326914E-004	0	5.1714410E-006	14	0	7.6541755E-007	7.6760631E+005
2	1	0	1	0	3.274209917286498E+001	7.6332468E-001	7.6340222E-001	9.926533022311061E-004	0	5.2317973E-006	14	0	7.5779371E-007	7.6905219E+005
2	1	0	1	0	3.280369917130884E+001	7.6024461E-001	7.6030976E-001	9.889873051678079E-004	0	5.2920359E-006	14	0	7.5193668E-007	7.6877606E+005
2	1	0	1	0	3.286529916975269E+001	7.5716466E-001	7.5720590E-001	9.817276038534854E-004	0	5.3518493E-006	14	0	7.4336992E-007	7.7129938E+005
2	1	0	1	0	3.292689916819654E+001	7.5408471E-001	7.5421011E-001	9.770428366243909E-004	0	5.4112697E-006	14	0	7.3689557E-007	7.7193150E+005
2	1	0	1	0	3.298849916664039E+001	7.5100464E-001	7.5112569E-001	9.698325017321128E-004	0	5.4702882E-006	14	0	7.2846609E-007	7.7449013E+005
2	1	0	1	0	3.304989916508930E+001	7.4793464E-001	7.4801552E-001	9.621105631777462E-004	0	5.5286487E-006	14	0	7.1967361E-007	7.7747356E+005
2	1	0	1	0	3.311149916353315E+001	7.4485457E-001	7.4494553E-001	9.545468674683841E-004	0	5.5868209E-006	14	0	7.1108542E-007	7.8041794E+005
2	1	0	1	0	3.317309916197701E+001	7.4177456E-001	7.4181730E-001	9.502081786552175E-004	0	5.6447243E-006	14	0	7.0488085E-007	7.8068925E+005
2	1	0	1	0	3.323469916042086E+001	7.3869461E-001	7.3876274E-001	9.465520562382847E-004	0	5.7023381E-006	14	0	6.9927739E-007	7.8047769E+005
2	1	0	1	0	3.329609915886977E+001	7.3562461E-001	7.3571730E-001	9.421569182971132E-004	0	5.7593252E-006	14	0	6.9316116E-007	7.8088619E+005
2	1	0	1	0	3.335769915731362E+001	7.3254460E-001	7.3261356E-001	9.370420713791022E-004	0	5.8161995E-006	14	0	6.8648973E-007	7.8183638E+005
2	1	0	1	0	3.341929915575747E+001	7.2946459E-001	7.2955191E-001	9.307201332044938E-004	0	5.8728046E-006	14	0	6.7900868E-007	7.8385744E+005
2	1	0	1	0	3.348089915420132E+001	7.2638458E-001	7.2644192E-001	9.281822147763689E-004	0	5.9291892E-006	14	0	6.7427050E-007	7.8265013E+005
2	1	0	1	0	3.354249915264518E+001	7.2330457E-001	7.2334111E-001	9.228285165519016E-004	0	5.9853096E-006	14	0	6.6751983E-007	7.8383044E+005
2	1	0	1	0	3.360389915109408E+001	7.2023457E-001	7.2033954E-001	9.205621721513953E-004	0	6.0408911E-006	14	0	6.6311731E-007	7.8249963E+005
2	1	0	1	0	3.366549914953794E+001	7.1715456E-001	7.1723533E-001	9.164417619305608E-004	0	6.0964749E-006	14	0	6.5730438E-007	7.8263056E+005
2	1	0	1	0	3.372709914798179E+001	7.1407455E-001	7.1417183E-001	9.123231507769929E-004	0	6.1517953E-006	14	0	6.5155547E-007	7.8280575E+005
2	1	0	1	0	3.378869914642564E+001	7.1099460E-001	7.1108675E-001	9.103484520103736E-004	0	6.2068752E-006	14	0	6.4733672E-007	7.8111494E+005
2	1	0	1	0	3.385009914487455E+001	7.0792454E-001	7.0795971E-001	9.026018166595649E-004	0	6.2615031E-006	14	0	6.3900575E-007	7.8435438E+005
2	1	0	1	0	3.391169914331840E+001	7.0484459E-001	7.0489758E-001	8.993493471067746E-004	0	6.3160642E-006	14	0	6.3394918E-007	7.8378619E+005
2	1	0	1	0	3.397329914176225E+001	7.0176464E-001	7.0179653E-001	8.932153310365724E-004	0	6.3703405E-006	14	0	6.2685541E-007	7.8569694E+005
2	1	0	1	0	3.403489914020611E+001	6.9868451E-001	6.9869161E-001	8.926414542153992E-004	0	6.4244314E-006	14	0	6.2368110E-007	7.8272369E+005
2	1	0	1	0	3.409649913864996E+001	6.9560456E-001	6.9563800E-001	8.915373661998946E-004	0	6.4783480E-006	14	0	6.2018728E-007	7.8026794E+005
2	1	0	1	0	3.415789913709887E+001	6.9253457E-001	6.9259858E-001	8.882068386846034E-004	0	6.5318782E-006	14	0	6.1517079E-007	7.7977175E+005
2	1	0	1	0	3.421949913554272E+001	6.8945456E-001	6.8956363E-001	8.834137103833658E-004	0	6.5853992E-006	14	0	6.0916994E-007	7.8056706E+005
2	1	0	1	0	3.428109913398657E+001	6.8637455E-001	6.8641537E-001	8.798580064362672E-004	0	6.6387270E-006	14	0	6.0394808E-007	7.8014338E+005
2	1	0	1	0	3.434269913243043E+001	6.8329453E-001	6.8333995E-001	8.773336587894441E-004	0	6.6919579E-006	14	0	5.9951714E-007	7.7888263E+005
2	1	0	1	0	3.440419913087680E+001	6.8022013E-001	6.8026906E-001	8.756632826759161E-004	0	6.7449105E-006	14	0	5.9568663E-007	7.7686144E+005
2	1	0	1	0	3.446569912932318E+001	6.7714560E-001	6.7715722E-001	8.763630946332750E-004	0	6.7977226E-006	14	0	5.9343557E-007	7.7269025E+005
2	1	0	1	0	3.452729912776704E+001	6.7406559E-001	6.7411095E-001	8.722504497638284E-004	0	6.8505169E-006	14	0	5.8799355E-007	7.7284106E+005
2	1	0	1	0	3.458889912621089E+001	6.7098558E-001	6.7101133E-001	8.689158525057462E-004	0	6.9030475E-006	14	0	5.8305238E-007	7.7223969E+005
2	1	0	1	0	3.465049912465474E+001	6.6790563E-001	6.6799986E-001	8.701436857731192E-004	0	6.9554781E-006	14	0	5.8125585E-007	7.6768913E+005
2	1	0	1	0	3.471189912310365E+001	6.6483557E-001	6.6488063E-001	8.662761127281055E-004	0	7.0076117E-006	14	0	5.7597020E-007	7.6751581E+005
2	1	0	1	0	3.477349912154750E+001	6.6175562E-001	6.6180289E-001	8.594469668537653E-004	0	7.0597157E-006	14	0	5.6878446E-007	7.7003344E+005
2	1	0	1	0	3.483509911999136E+001	6.5867561E-001	6.5868109E-001	8.557723485175545E-004	0	7.1116242E-006	14	0	5.6368106E-007	7.6969194E+005
2	1	0	1	0	3.489669911843521E+001	6.5559554E-001	6.5563428E-001	8.597408704907310E-004	0	7.1634236E-006	14	0	5.6367560E-007	7.6259525E+005
2	1	0	1	0	3.495829911687906E+001	6.5251559E-001	6.5257382E-001	8.569024057535173E-004	0	7.2151429E-006	14	0	5.5919207E-007	7.6154975E+005
2	1	0	1	0	3.501969911532797E+001	6.4944553E-001	6.4947629E-001	8.524313601657469E-004	0	7.2664038E-006	14	0	5.5363398E-007	7.6191038E+005
2	1	0	1	0	3.508129911377182E+001	6.4636552E-001	6.4644784E-001	8.460955580444169E-004	0	7.3175929E-006	14	0	5.4695664E-007	7.6403644E+005
2	1	0	1	0	3.514289911221567E+001	6.4328551E-001	6.4327711E-001	8.439622766969745E-004	0	7.3685778E-006	14	0	5.4290160E-007	7.6221075E+005
2	1	0	1	0	3.520449911065953E+001	6.4020556E-001	6.4029753E-001	8.437032421445174E-004	0	7.4194991E-006	14	0	5.4022109E-007	7.5891319E+005
2	1	0	1	0	3.526589910910843E+001	6.3713557E-001	6.3716233E-001	8.422294728882094E-004	0	7.4701434E-006	14	0	5.3663689E-007	7.5651869E+005
2	1	0	1	0	3.532749910755228E+001	6.3405550E-001	6.3415056E-001	8.391873870973472E-004	0	7.5207699E-006	14	0	5.3217116E-007	7.5567219E+005
2	1	0	1	0	3.538909910599614E+001	6.3097554E-001	6.3103354E-001	8.380530298636134E-004	0	7.5712319E-006	14	0	5.2883956E-007	7.5297569E+005
2	1	0	1	0	3.545069910443999E+001	6.2789553E-001	6.2793678E-001	8.329181725842084E-004	0	7.6215151E-006	14	0	5.2301993E-007	7.5389975E+005
2	1	0	1	0	3.551229910288384E+001	6.2481552E-001	6.2482876E-001	8.299036496958083E-004	0	7.6716397E-006	14	0	5.1854767E-007	7.5289313E+005
2	1	0	1	0	3.557369910133275E+001	6.2174553E-001	6.2176353E-001	8.289999173472107E-004	0	7.7214627E-006	14	0	5.1544191E-007	7.5001638E+005
2	1	0	1	0	3.563529909977660E+001	6.1866552E-001	6.1867148E-001	8.276778712461106E-004	0	7.7713339E-006	14	0	5.1206069E-007	7.4747856E+005
2	1	0	1	0	3.569689909822046E+001	6.1558557E-001	6.1561942E-001	8.248149317732559E-004	0	7.8209769E-006	14	0	5.0777209E-007	7.4637281E+005
2	1	0	1	0	3.575849909666431E+001	6.1250550E-001	6.1253679E-001	8.193511181782175E-004	0	7.8704261E-006	14	0	5.0188271E-007	7.4758769E+005
2	1	0	1	0	3.581989909511321E+001	6.0943550E-001	6.0944802E-001	8.148305397617296E-004	0	7.9195561E-006	14	0	4.9659684E-007	7.4794450E+005
2	1	0	1	0	3.588149909355707E+001	6.0635549E-001	6.0638630E-001	8.139695280342819E-004	0	7.9686579E-006	14	0	4.9357999E-007	7.4497419E+005
2	1	0	1	0	3.594309909200092E+001	6.0327548E-001	6.0328221E-001	8.144214872924972E-004	0	8.0176706E-006	14	0	4.9132598E-007	7.4074938E+005
2	1	0	1	0	3.600469909044477E+001	6.0019553E-001	6.0022825E-001	8.097782304228823E-004	0	8.0665095E-006	14	0	4.8605176E-007	7.4122550E+005
2	1	0	1	0	3.606629908888863E+001	5.9711546E-001	5.9716243E-001	8.077424636011490E-004	0	8.1150765E-006	14	0	4.8235347E-007	7.3929806E+005
2	1	0	1	0	3.612769908733753E+001	5.9404552E-001	5.9403670E-001	8.016616800096167E-004	0	8.1633316E-006	14	0	4.7621646E-007	7.4100675E+005
2	1	0	1	0	3.618929908578139E+001	5.9096539E-001	5.9093493E-001	7.991564417573743E-004	0	8.2114930E-006	14	0	4.7224947E-007	7.3944838E+005
2	1	0	1	0	3.625089908422524E+001	5.8788544E-001	5.8789557E-001	7.985352965556108E-004	0	8.2594761E-006	14	0	4.6945536E-007	7.3621738E+005
2	1	0	1	0	3.631249908266909E+001	5.8480543E-001	5.8481938E-001	7.967456675013664E-004	0	8.3073219E-006	14	0	4.6595230E-007	7.3401013E+005
2	1	0	1	0	3.637389908111800E+001	5.8173543E-001	5.8173984E-001	7.928416016061333E-004	0	8.3548539E-006	14	0	4.6122756E-007	7.3374031E+005
2	1	0	1	0	3.643549907956185E+001	5.7865542E-001	5.7864696E-001	7.872584396381790E-004	0	8.4024014E-006	14	0	4.5554469E-007	7.3501525E+005
2	1	0	1	0	3.649709907800570E+001	5.7557547E-001	5.7557589E-001	7.820978954897421E-004	0	8.4496533E-006	14	0	4.5015670E-007	7.3593844E+005
2	1	0	1	0	3.655869907644956E+001	5.7249552E-001	5.7249796E-001	7.801439623681995E-004	0	8.4965786E-006	14	0	4.4663082E-007	7.3383631E+005
2	1	0	1	0	3.662029907489341E+001	5.6941539E-001	5.6943268E-001	7.787650887054933E-004	0	8.5433239E-006	14	0	4.4345430E-007	7.3119956E+005
2	1	0	1	0	3.668169907334232E+001	5.6634545E-001	5.6636816E-001	7.745720139611450E-004	0	8.5897582E-006	14	0	4.3869292E-007	7.3120144E+005
2	1	0	1	0	3.674329907178617E+001	5.6326544E-001	5.6332499E-001	7.708922930320036E-004	0	8.6360687E-006	14	0	4.3426289E-007	7.3074406E+005
2	1	0	1	0	3.680489907023002E+001	5.6018543E-001	5.6017023E-001	7.647652538940643E-004	0	8.6820864E-006	14	0	4.2839872E-007	7.3247344E+005
2	1	0	1	0	3.686649906867387E+001	5.5710542E-001	5.5713159E-001	7.582957700681368E-004	0	8.7278468E-006	14	0	4.2247052E-007	7.3471544E+005
2	1	0	1	0	3.692789906712278E+001	5.5403543E-001	5.5405051E-001	7.558274443719253E-004	0	8.7731632E-006	14	0	4.1876658E-007	7.3303838E+005
2	1	0	1	0	3.698949906556663E+001	5.5095541E-001	5.5096638E-001	7.491841339862960E-004	0	8.8182251E-006	14	0	4.1277528E-007	7.3542188E+005
2	1	0	1	0	3.705109906401049E+001	5.4787534E-001	5.4785830E-001	7.424763036771656E-004	0	8.8629668E-006	14	0	4.0677182E-007	7.3787981E+005
2	1	0	1	0	3.711269906245434E+001	5.4479539E-001	5.4471624E-001	7.371093563390205E-004	0	8.9073537E-006	14	0	4.0151545E-007	7.3898975E+005
2	1	0	1	0	3.717429906089819E+001	5.4171538E-001	5.4165566E-001	7.297749748669171E-004	0	8.9513478E-006	14	0	3.9528675E-007	7.4222288E+005
2	1	0	1	0	3.723569905934710E+001	5.3864539E-001	5.3861350E-001	7.245362542533146E-004	0	8.9948335E-006	14	0	3.9024502E-007	7.4339069E+005
2	1	0	1	0	3.729729905779095E+001	5.3556538E-001	5.3556067E-001	7.172493779364977E-004	0	9.0379417E-006	14	0	3.8413054E-007	7.4668681E+005
2	1	0	1	0	3.735889905623480E+001	5.3248537E-001	5.3245872E-001	7.103830386337804E-004	0	9.0806288E-006	14	0	3.7824964E-007	7.4953750E+005
2	1	0	1	0	3.742049905467866E+001	5.2940536E-001	5.2939129E-001	7.051477140757063E-004	0	9.1229058E-006	14	0	3.7329906E-007	7.5075231E+005
2	1	0	1	0	3.748189905312756E+001	5.2633530E-001	5.2628636E-001	6.910279994197504E-004	0	9.1644943E-006	14	0	3.6367862E-007	7.6159919E+005
2	1	0	1	0	3.754349905157142E+001	5.2325535E-001	5.2320039E-001	6.814439015336020E-004	0	9.2055843E-006	14	0	3.5653173E-007	7.6778206E+005
2	1	0	1	0	3.760509905001527E+001	5.2017534E-001	5.2018249E-001	6.752389752553087E-004	0	9.2460959E-006	14	0	3.5124748E-007	7.7036800E+005
2	1	0	1	0	3.766669904845912E+001	5.1709533E-001	5.1707727E-001	6.632184636775739E-004	0	9.2859273E-006	14	0	3.4293518E-007	7.7964850E+005
2	1	0	1	0	3.772829904690298E+001	5.1401538E-001	5.1397443E-001	6.514210808825434E-004	0	9.3250674E-006	14	0	3.3481379E-007	7.8900488E+005
2	1	0	1	0	3.778969904535188E+001	5.1094532E-001	5.1092273E-001	6.369817749136333E-004	0	9.3633244E-006	14	0	3.2544847E-007	8.0209944E+005
2	1	0	1	0	3.785129904379573E+001	5.0786537E-001	5.0780731E-001	6.239423662394760E-004	0	9.4008328E-006	14	0	3.1684249E-007	8.1386894E+005
2	1	0	1	0	3.791289904223959E+001	5.0478530E-001	5.0469154E-001	6.081675894279645E-004	0	9.4374745E-006	14	0	3.0693704E-007	8.2985600E+005
2	1	0	1	0	3.797449904068344E+001	5.0170529E-001	5.0160474E-001	5.902419077650663E-004	0	9.4730785E-006	14	0	2.9606812E-007	8.4982906E+005
2	1	0	1	0	3.803589903913235E+001	4.9863532E-001	4.9854347E-001	5.746766836692910E-004	0	9.5075056E-006	14	0	2.8650132E-007	8.6751994E+005
2	1	0	1	0	3.809749903757620E+001	4.9555534E-001	4.9550620E-001	5.561730564005562E-004	0	9.5409023E-006	14	0	2.7558718E-007	8.9092088E+005
2	1	0	1	0	3.815909903602005E+001	4.9247530E-001	4.9242923E-001	5.343063900340992E-004	0	9.5730375E-006	14	0	2.6310809E-007	9.2162331E+005
2	1	0	1	0	3.822069903446391E+001	4.8939526E-001	4.8936641E-001	5.096080124325727E-004	0	9.6038202E-006	14	0	2.4938504E-007	9.6028006E+005
2	1	0	1	0	3.828229903290776E+001	4.8631531E-001	4.8620623E-001	4.847561867153943E-004	0	9.6331196E-006	14	0	2.3569147E-007	1.0029913E+006
2	1	0	1	0	3.834369903135666E+001	4.8324522E-001	4.8316419E-001	4.577604439156677E-004	0	9.6606609E-006	14	0	2.2117345E-007	1.0554958E+006
2	1	0	1	0	3.840529902980052E+001	4.8016527E-001	4.8011327E-001	4.285759103183867E-004	0	9.6864596E-006	14	0	2.0576498E-007	1.1202526E+006
2	1	0	1	0	3.846689902824437E+001	4.7708529E-001	4.7697425E-001	3.939615211604507E-004	0	9.7102766E-006	14	0	1.8790951E-007	1.2107128E+006
2	1	0	1	0	3.852849902668822E+001	4.7400528E-001	4.7391608E-001	3.558053742657085E-004	0	9.7318925E-006	14	0	1.6862190E-007	1.3319531E+006
2	1	0	1	0	3.858989902513713E+001	4.7093529E-001	4.7085065E-001	3.149891110386001E-004	0	9.7510210E-006	14	0	1.4831282E-007	1.4948156E+006
2	1	0	1	0	3.865149902358098E+001	4.6785522E-001	4.6773592E-001	2.694430323665175E-004	0	9.7675265E-006	14	0	1.2602818E-007	1.7359363E+006
2	1	0	1	0	3.871309902202484E+001	4.6477526E-001	4.6463519E-001	2.205429251882119E-004	0	9.7810735E-006	14	0	1.0247201E-007	2.1067790E+006
2	1	0	1	0	3.877469902046869E+001	4.6169522E-001	4.6160668E-001	1.660983389827996E-004	0	9.7914362E-006	14	0	7.6672102E-008	2.7791168E+006
2	1	0	1	0	3.883629901891254E+001	4.5861521E-001	4.5851445E-001	1.044982608578713E-004	0	9.7981338E-006	14	0	4.7913964E-008	4.3877710E+006
2	1	0	1	0	3.889769901736145E+001	4.5554522E-001	4.5537856E-001	3.739848747633627E-005	0	9.8008750E-006	14	0	1.7030469E-008	1.2176390E+007
2	1	0	1	0	3.895929901580530E+001	4.5246524E-001	4.5231023E-001	-3.745917968902865E-005	0	9.7993052E-006	14	0	-1.6943170E-008	1.2074750E+007
2	0	0	1	0	3.902089901424915E+001	4.4938523E-001	4.4924548E-001	-1.165694629211247E-004	0	9.7929596E-006	14	0	-5.2368303E-008	3.8538865E+006
2	0	0	1	0	3.908249901269301E+001	4.4630519E-001	4.4616234E-001	-2.042145260294391E-004	0	9.7813045E-006	14	0	-9.1112831E-008	2.1847728E+006
2	0	0	1	0	3.914389901114191E+001	4.4323522E-001	4.4310680E-001	-3.044151339574482E-004	0	9.7638367E-006	14	0	-1.3488841E-007	1.4556004E+006
2	0	0	1	0	3.920549900958576E+001	4.4015518E-001	4.4006217E-001	-4.151954050547538E-004	0	9.7398088E-006	14	0	-1.8271179E-007	1.0598918E+006
2	0	0	1	0	3.926709900802962E+001	4.3707520E-001	4.3693629E-001	-5.387643909969975E-004	0	9.7085922E-006	14	0	-2.3540571E-007	8.1099700E+005
2	0	0	1	0	3.932869900647347E+001	4.3399522E-001	4.3381995E-001	-6.701448062516680E-004	0	9.6694394E-006	14	0	-2.9072220E-007	6.4735256E+005
2	0	0	1	0	3.939029900491732E+001	4.3091515E-001	4.3074092E-001	-8.177017162716484E-004	0	9.6215608E-006	14	0	-3.5221760E-007	5.2677025E+005
2	0	0	1	0	3.945169900336623E+001	4.2784515E-001	4.2768079E-001	-9.826305519435308E-004	0	9.5642190E-006	14	0	-4.2025221E-007	4.3524069E+005
2	0	0	1	0	3.951329900181008E+001	4.2476514E-001	4.2459506E-001	-1.158810675840291E-003	0	9.4960023E-006	14	0	-4.9202526E-007	3.6640591E+005
2	0	0	1	0	3.957489900025394E+001	4.2168519E-001	4.2147267E-001	-1.357884322319293E-003	0	9.4160878E-006	14	0	-5.7231114E-007	3.1038922E+005
2	0	0	1	0	3.963649899869779E+001	4.1860515E-001	4.1843769E-001	-1.578876283655445E-003	0	9.3232102E-006	14	0	-6.6066133E-007	2.6502247E+005
2	0	0	1	0	3.969789899714669E+001	4.1553515E-001	4.1533437E-001	-1.818378729392334E-003	0	9.2163909E-006	14	0	-7.5523519E-007	2.2840917E+005
2	0	0	1	0	3.975949899559055E+001	4.1245517E-001	4.1225585E-001	-2.079869127378184E-003	0	9.0936937E-006	14	0	-8.5743824E-007	1.9821241E+005
2	0	0	1	0	3.982109899403440E+001	4.0937510E-001	4.0921673E-001	-2.370232378346646E-003	0	8.9537598E-006	14	0	-9.6993870E-007	1.7264836E+005
2	0	0	1	0	3.988269899247825E+001	4.0629515E-001	4.0610513E-001	-2.694142863664893E-003	0	8.7946528E-006	14	0	-1.0941052E-006	1.5073630E+005
2	0	0	1	0	3.994429899092211E+001	4.0321514E-001	4.0304631E-001	-3.049282084982105E-003	0	8.6145892E-006	14	0	-1.2290019E-006	1.3217744E+005
2	0	0	1	0	4.000569898937101E+001	4.0014511E-001	3.9994118E-001	-3.433951166796567E-003	0	8.4122767E-006	14	0	-1.3733785E-006	1.1646677E+005
2	0	0	1	0	4.006729898781487E+001	3.9706510E-001	3.9685428E-001	-3.861773583248372E-003	0	8.1840908E-006	14	0	-1.5325613E-006	1.0276477E+005
