freq/Hz	Re(Z)/Ohm	-Im(Z)/Ohm	|Z|/Ohm	Phase(Z)/deg	time/s	<Ewe>/V	<I>/mA	Cs/µF	Cp/µF	cycle number	I Range	|Ewe|/V	|I|/A	Ns	(Q-Qo)/mA.h	Re(Y)/Ohm-1	Im(Y)/Ohm-1	|Y|/Ohm-1	Phase(Y)/deg	Re(C)/nF	Im(C)/nF	|C|/nF	Phase(C)/deg	Re(M)	Im(M)	|M|	Phase(M)/deg	Re(Permittivity)	Im(Permittivity)	|Permittivity|	Phase(Permittivity)/deg	Re(Resistivity)/Ohm.cm	Im(Resistivity)/Ohm.cm	|Resistivity|/Ohm.cm	Phase(Resistivity)/deg	Re(Conductivity)/mS/cm	Im(Conductivity)/mS/cm	|Conductivity|/mS/cm	Phase(Conductivity)/deg	Tan(Delta)	Loss Angle(Delta)/deg	dq/mA.h	Pwe/W	Rwe/Ohm	
2.1957024E+003	3.3685329E+001	8.5629707E+001	9.2017105E+001	-6.8526131E+001	5.680610679305391E+001	2.9167664E-001	-7.5333133E-002	8.4649074E-001	7.3305064E-001	1.000000000000000E+000	11	9.9659115E-003	1.0830499E-004	0	-1.223887735685688E-004	3.9783567E-003	1.0113169E-002	1.0867544E-002	6.8526131E+001	7.3305060E+002	2.8837018E+002	7.8773126E+002	-2.1473869E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	2.1473869E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-2.1473869E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-6.8526131E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	6.8526131E+001	3.9338368E-001	2.1473877E+001	-1.421851213541958E-005	-2.1972915E-005	3.8718240E+003
1.5004799E+003	5.4883007E+001	1.1497982E+002	1.2740685E+002	-6.4483582E+001	5.727306489523471E+001	2.9167941E-001	-7.5302020E-002	9.2250419E-001	7.5132191E-001	1.000000000000000E+000	11	9.7502898E-003	7.6528777E-005	0	-1.319402948927653E-004	3.3810562E-003	7.0833075E-003	7.8488719E-003	6.4483582E+001	7.5132196E+002	3.5862650E+002	8.3252484E+002	-2.5516418E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	2.5516418E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-2.5516418E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-6.4483582E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	6.4483582E+001	4.7732729E-001	2.5516418E+001	-9.551521324196489E-006	-2.1964050E-005	3.8734607E+003
1.0240167E+003	8.9834526E+001	1.4643394E+002	1.7179390E+002	-5.8471653E+001	5.774032659741351E+001	2.9168111E-001	-7.5289160E-002	1.0613810E+000	7.7115089E-001	1.000000000000000E+000	11	9.6449219E-003	5.6142399E-005	0	-1.415466786961123E-004	3.0438821E-003	4.9616522E-003	5.8209286E-003	5.8471653E+001	7.7115088E+002	4.7308685E+002	9.0470154E+002	-3.1528347E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	3.1528347E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-3.1528347E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-5.8471653E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	5.8471653E+001	6.1348158E-001	3.1528351E+001	-9.606383803347044E-006	-2.1960426E-005	3.8741448E+003
6.9843555E+002	1.4067712E+002	1.7255930E+002	2.2263594E+002	-5.0811726E+001	5.821060059304000E+001	2.9167706E-001	-7.5313009E-002	1.3205519E+000	7.9330760E-001	1.000000000000000E+000	11	9.5985997E-003	4.3113432E-005	0	-1.511578261577201E-004	2.8381343E-003	3.4813508E-003	4.4916379E-003	5.0811726E+001	7.9330750E+002	6.4673553E+002	1.0235251E+003	-3.9188274E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	3.9188274E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-3.9188274E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-5.0811726E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	5.0811726E+001	8.1523931E-001	3.9188278E+001	-9.611147461607785E-006	-2.1967076E-005	3.8728643E+003
4.7698422E+002	2.0316148E+002	1.8410374E+002	2.7416925E+002	-4.2182686E+001	5.867729733526357E+001	2.9167578E-001	-7.5261213E-002	1.8123976E+000	8.1722426E-001	1.000000000000000E+000	11	9.5794201E-003	3.4939803E-005	0	-1.607391283463706E-004	2.7027377E-003	2.4492051E-003	3.6473821E-003	4.2182686E+001	8.1722424E+002	9.0182031E+002	1.2170190E+003	-4.7817314E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	4.7817314E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-4.7817314E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-4.2182686E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	4.2182686E+001	1.1035163E+000	4.7817322E+001	-9.581302188650529E-006	-2.1951873E-005	3.8755125E+003
3.2552084E+002	2.6581116E+002	1.7701787E+002	3.1936014E+002	-3.3661766E+001	5.939881003616028E+001	2.9169545E-001	-7.6177575E-002	2.7620034E+000	8.4858829E-001	1.000000000000000E+000	12	9.6584689E-003	3.0243189E-005	0	-1.750789057571779E-004	2.6062243E-003	1.7356240E-003	3.1312611E-003	3.3661766E+001	8.4858826E+002	1.2742456E+003	1.5309487E+003	-5.6338234E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	5.6338234E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-5.6338234E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-3.3661766E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	3.3661766E+001	1.5016063E+000	5.6338234E+001	-1.433977741080729E-005	-2.2220651E-005	3.8291511E+003
2.2234798E+002	3.1708044E+002	1.5617238E+002	3.5345413E+002	-2.6221737E+001	5.986203200487580E+001	2.9170376E-001	-7.6156966E-002	4.5833468E+000	8.9479804E-001	1.000000000000000E+000	12	9.6078040E-003	2.7182605E-005	0	-1.847404859763984E-004	2.5380685E-003	1.2500808E-003	2.8292213E-003	2.6221737E+001	8.9479803E+002	1.8167296E+003	2.0251345E+003	-6.3778263E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	6.3778263E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-6.3778263E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-2.6221737E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	2.6221737E+001	2.0303235E+000	6.3778259E+001	-9.661580219220517E-006	-2.2215274E-005	3.8302964E+003
1.5179730E+002	3.5461700E+002	1.2993674E+002	3.7767285E+002	-2.0123554E+001	6.032376216011471E+001	2.9169354E-001	-7.6108314E-002	8.0690823E+000	9.5511687E-001	1.000000000000000E+000	12	9.5873661E-003	2.5385372E-005	0	-1.943929462557005E-004	2.4861542E-003	9.1096229E-004	2.6477943E-003	2.0123554E+001	9.5511664E+002	2.6066584E+003	2.7761333E+003	-6.9876450E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	6.9876450E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-6.9876450E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-2.0123554E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	2.0123554E+001	2.7291512E+000	6.9876450E+001	-9.652460279302108E-006	-2.2200304E-005	3.8326106E+003
1.0357484E+002	3.8025949E+002	1.0714858E+002	3.9506720E+002	-1.5736645E+001	6.079792602258385E+001	2.9169652E-001	-7.6121718E-002	1.4341000E+001	1.0548975E+000	1.000000000000000E+000	12	9.5679145E-003	2.4218449E-005	0	-2.042183604912417E-004	2.4363410E-003	6.8650622E-004	2.5312149E-003	1.5736645E+001	1.0548978E+003	3.7437246E+003	3.8895095E+003	-7.4263351E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	7.4263351E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-7.4263351E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.5736645E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.5736645E+001	3.5488989E+000	7.4263351E+001	-9.825414235541168E-006	-2.2204440E-005	3.8319751E+003
7.0747063E+001	3.9810913E+002	8.9670334E+001	4.0808289E+002	-1.2693503E+001	6.126001956461187E+001	2.9169625E-001	-7.6098815E-002	2.5087820E+001	1.2113335E+000	1.000000000000000E+000	12	9.5708538E-003	2.3453211E-005	0	-2.138315107355399E-004	2.3905917E-003	5.3845823E-004	2.4504827E-003	1.2693503E+001	1.2113336E+003	5.3779541E+003	5.5126870E+003	-7.7306496E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	7.7306496E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-7.7306496E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.2693503E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.2693503E+001	4.4396973E+000	7.7306496E+001	-9.613150244298181E-006	-2.2197739E-005	3.8331248E+003
4.8284920E+001	4.1174313E+002	7.8037224E+001	4.1907306E+002	-1.0731914E+001	6.174225444081821E+001	2.9170546E-001	-7.6129153E-002	4.2238338E+001	1.4646403E+000	1.000000000000000E+000	12	9.5692808E-003	2.2834398E-005	0	-2.238594032321368E-004	2.3444821E-003	4.4434713E-004	2.3862189E-003	1.0731914E+001	1.4646399E+003	7.7277935E+003	7.8653647E+003	-7.9268089E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	7.9268089E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-7.9268089E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.0731914E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.0731914E+001	5.2762403E+000	7.9268089E+001	-1.002789249659691E-005	-2.2207290E-005	3.8317183E+003
3.2944279E+001	4.2288931E+002	7.1048401E+001	4.2881610E+002	-9.5370312E+000	6.223562579756253E+001	2.9170045E-001	-7.6040559E-002	6.7996384E+001	1.8666043E+000	1.000000000000000E+000	12	9.5639480E-003	2.2303146E-005	0	-2.340947761356975E-004	2.2997707E-003	3.8637780E-004	2.3320019E-003	9.5370312E+000	1.8666047E+003	1.1110271E+004	1.1265981E+004	-8.0462967E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	8.0462967E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-8.0462967E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-9.5370312E+000	0.0000000E+000	0.0000000E+000	0.0000000E+000	9.5370312E+000	5.9521298E+000	8.0462967E+001	-1.023537290356075E-005	-2.2181066E-005	3.8361167E+003
2.2482016E+001	4.3524783E+002	7.0463654E+001	4.4091473E+002	-9.1960087E+000	6.265704435096632E+001	2.9169434E-001	-7.6037556E-002	1.0046614E+002	2.5659065E+000	1.000000000000000E+000	12	9.5693264E-003	2.1703348E-005	0	-2.429087274969230E-004	2.2388622E-003	3.6245651E-004	2.2680121E-003	9.1960087E+000	2.5659060E+003	1.5849382E+004	1.6055739E+004	-8.0803993E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	8.0803993E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-8.0803993E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-9.1960087E+000	0.0000000E+000	0.0000000E+000	0.0000000E+000	9.1960087E+000	6.1769128E+000	8.0803993E+001	-8.813951361225515E-006	-2.2179725E-005	3.8361877E+003
1.5358784E+001	4.4726392E+002	7.4118782E+001	4.5336365E+002	-9.4093161E+000	6.311545914603630E+001	2.9169178E-001	-7.6082736E-002	1.3980898E+002	3.7367857E+000	1.000000000000000E+000	12	9.5619075E-003	2.1091033E-005	0	-2.524468739562193E-004	2.1760580E-003	3.6060758E-004	2.2057348E-003	9.4093161E+000	3.7367861E+003	2.2549338E+004	2.2856863E+004	-8.0590683E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	8.0590683E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-8.0590683E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-9.4093161E+000	0.0000000E+000	0.0000000E+000	0.0000000E+000	9.4093161E+000	6.0344210E+000	8.0590683E+001	-9.538146459296231E-006	-2.2192709E-005	3.8338760E+003
1.0486581E+001	4.6304941E+002	8.0562561E+001	4.7000540E+002	-9.8696775E+000	6.356486583405058E+001	2.9169327E-001	-7.6076746E-002	1.8838789E+002	5.5349512E+000	1.000000000000000E+000	12	9.5613012E-003	2.0342961E-005	0	-2.619018725924786E-004	2.0961463E-003	3.6469309E-004	2.1276351E-003	9.8696775E+000	5.5349497E+003	3.1813238E+004	3.2291141E+004	-8.0130325E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	8.0130325E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-8.0130325E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-9.8696775E+000	0.0000000E+000	0.0000000E+000	0.0000000E+000	9.8696775E+000	5.7476997E+000	8.0130325E+001	-9.454998636259293E-006	-2.2191074E-005	3.8341975E+003
7.1543007E+000	4.8180661E+002	8.9534836E+001	4.9005521E+002	-1.0527275E+001	6.391188219716423E+001	2.9170519E-001	-7.6046929E-002	2.4846252E+002	8.2938271E+000	1.000000000000000E+000	12	9.5663592E-003	1.9520983E-005	0	-2.689300062639066E-004	2.0062395E-003	3.7282243E-004	2.0405864E-003	1.0527275E+001	8.2938281E+003	4.4630910E+004	4.5394996E+004	-7.9472725E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	7.9472725E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-7.9472725E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.0527275E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.0527275E+001	5.3812194E+000	7.9472725E+001	-7.028133671427999E-006	-2.2183283E-005	3.8358577E+003
4.8828125E+000	5.0845511E+002	1.0071100E+002	5.1833319E+002	-1.1203706E+001	6.439496544681606E+001	2.9169396E-001	-7.6009341E-002	3.2364819E+002	1.2218248E+001	1.000000000000000E+000	12	9.5644370E-003	1.8452294E-005	0	-2.791132965734626E-004	1.8924943E-003	3.7485117E-004	1.9292610E-003	1.1203706E+001	1.2218247E+004	6.1685719E+004	6.2884129E+004	-7.8796295E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	7.8796295E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-7.8796295E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.1203706E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.1203706E+001	5.0486550E+000	7.8796295E+001	-1.018329030955605E-005	-2.2171465E-005	3.8376067E+003
3.3329778E+000	5.4209326E+002	1.0423902E+002	5.5202435E+002	-1.0884540E+001	6.507026646556915E+001	2.9169950E-001	-7.5941004E-002	4.5809692E+002	1.6334339E+001	1.000000000000000E+000	12	9.5621096E-003	1.7321898E-005	0	-2.930499262312029E-004	1.7789246E-003	3.4206908E-004	1.8115143E-003	1.0884540E+001	1.6334333E+004	8.4946445E+004	8.6502656E+004	-7.9115463E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	7.9115463E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-7.9115463E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-1.0884540E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	1.0884540E+001	5.2004828E+000	7.9115463E+001	-1.393662965774032E-005	-2.2151953E-005	3.8411331E+003
2.2763691E+000	5.7748425E+002	9.9226242E+001	5.8594702E+002	-9.7496433E+000	6.603456552469288E+001	2.9170945E-001	-7.5876072E-002	7.0461340E+002	2.0206324E+001	1.000000000000000E+000	12	9.5639359E-003	1.6322185E-005	0	-3.128660292964285E-004	1.6819901E-003	2.8900799E-004	1.7066390E-003	9.7496433E+000	2.0206320E+004	1.1759826E+005	1.1932161E+005	-8.0250359E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	8.0250359E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-8.0250359E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-9.7496433E+000	0.0000000E+000	0.0000000E+000	0.0000000E+000	9.7496433E+000	5.8198743E+000	8.0250359E+001	-1.981610306522554E-005	-2.2133767E-005	3.8445513E+003
1.5531808E+000	6.0826306E+002	8.2471291E+001	6.1382855E+002	-7.7213583E+000	6.742831591088907E+001	2.9170823E-001	-7.5859882E-002	1.2424969E+003	2.2428837E+001	1.000000000000000E+000	12	9.5615555E-003	1.5576916E-005	0	-3.419293947920665E-004	1.6143485E-003	2.1888129E-004	1.6291194E-003	7.7213583E+000	2.2428840E+004	1.6542281E+005	1.6693639E+005	-8.2278641E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	8.2278641E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-8.2278641E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-7.7213583E+000	0.0000000E+000	0.0000000E+000	0.0000000E+000	7.7213583E+000	7.3754520E+000	8.2278641E+001	-2.906336549563800E-005	-2.2128952E-005	3.8453557E+003
1.0614812E+000	6.2848950E+002	6.5275558E+001	6.3187018E+002	-5.9295382E+000	6.944664318006835E+001	2.9170313E-001	-7.5815663E-002	2.2969800E+003	2.4513351E+001	1.000000000000000E+000	12	9.5635336E-003	1.5135282E-005	0	-3.845657761727105E-004	1.5741361E-003	1.6349138E-004	1.5826036E-003	5.9295382E+000	2.4513338E+004	2.3602070E+005	2.3729028E+005	-8.4070465E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	8.4070465E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-8.4070465E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-5.9295382E+000	0.0000000E+000	0.0000000E+000	0.0000000E+000	5.9295382E+000	9.6282520E+000	8.4070465E+001	-4.263638138064400E-005	-2.2115666E-005	3.8475313E+003
7.2337985E-001	6.4196198E+002	4.6777672E+001	6.4366400E+002	-4.1675906E+000	7.238923385320231E+001	2.9170182E-001	-7.5775020E-002	4.7034346E+003	2.4841274E+001	1.000000000000000E+000	12	9.5623033E-003	1.4856048E-005	0	-4.469949127328566E-004	1.5494975E-003	1.1290682E-004	1.5536057E-003	4.1675906E+000	2.4841256E+004	3.4091381E+005	3.4181766E+005	-8.5832413E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	8.5832413E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-8.5832413E+001	0.0000000E+000	0.0000000E+000	0.0000000E+000	-4.1675906E+000	0.0000000E+000	0.0000000E+000	0.0000000E+000	4.1675906E+000	1.3723683E+001	8.5832413E+001	-6.242913656014613E-005	-2.2103712E-005	3.8495776E+003
