slope_anodic_A_per_Vs_sqrt,intercept_anodic_A,D_RandlesSevcik_anodic_cm2_s,slope_cathodic_A_per_Vs_sqrt,intercept_cathodic_A,D_RandlesSevcik_cathodic_cm2_s
0.0001631739546267948,1.2173265511744925e-05,1.2322843284725859e-06,0.00023257508074231567,1.1786711180346185e-05,2.503430897705447e-06
