sample,cycle,C_rate,Qc_mAh_g,Qd_mAh_g,CE_percent
HE,10,0.06582022145537438,228287.26564369648,227501.51437427284,99.65580591312964
HE,11,0.6583524891881615,197327.04125416413,188955.626754265,95.75759386716976
HE,12,0.6581889832152736,191308.99266986398,189198.97019381606,98.89706048492496
HE,13,0.6581930312401111,189858.67205724612,188072.38131475143,99.05914714185081
HE,14,0.658171537905985,188690.7995893384,187019.56247385647,99.11429856722259
HE,15,0.6581832744463304,187625.1232621678,186029.81451735395,99.14973607101393
HE,16,0.6581936050684736,186616.5461374783,185079.08286365273,99.17613775110118
HE,17,0.6581757899162226,185648.76543370148,184161.88521159213,99.19908962570487
HE,18,0.6581881000002019,184727.59167602123,183309.74287629788,99.2324650655274
HE,19,0.6581793609483558,183816.37391945423,182460.2349830652,99.26223170032542
HE,20,0.6581832187298321,182932.74734116634,181634.16135729762,99.29012929464899
HE,21,1.316215305372768,155918.4028512541,153822.08700946937,98.65550454375511
HE,22,1.3162622474579833,153990.60522309216,152501.6833483015,99.03310862852082
HE,23,1.3162485983813572,152338.0105802629,150662.59570317718,98.90019905688409
HE,24,1.3162470638415398,150282.8944287004,148533.8922353161,98.83619343370171
HE,25,1.3162316738528377,148379.55908779532,146531.9730197608,98.75482439805519
HE,26,1.3162484713185834,146471.1526165255,144542.51988773842,98.68326786924631
HE,27,1.316262245476391,144510.23611276384,142539.6559353979,98.63637329065863
HE,28,1.3162545530327983,142486.2357076797,140511.14164840634,98.61383518943865
HE,29,1.3162486702805547,140446.78331892515,138490.84171926664,98.60734325597404
HE,30,1.3162581029730227,138436.89642349846,136526.61491320713,98.620106662571
