E_V,j_k_A_cm2
-0.050822175,-0.05642595803128203
0.07768539214285713,-0.012147037697294614
0.20619295928571427,-0.0021505583045670893
0.3347005264285714,-0.00014163713653730543
0.5917156607142857,-3.0640231334607658e-06
0.7202232278571428,1.2640737266933813e-05
0.848730795,5.106303601124151e-06
