E_V,slope_1_over_B,B_A_cm2_s05,D_KL_cm2_s
-0.050822175,9538.132306093556,0.00010484232844632879,6.36879177637386e-06
-0.011711176304347821,9525.355550753951,0.00010498295781944307,6.381610160141583e-06
0.027399822391304354,9507.02640820506,0.00010518536049683714,6.400074261935883e-06
0.06651082108695652,9476.351857386864,0.00010552584106725575,6.4311745508357265e-06
0.1056218197826087,9446.357847441417,0.00010586090598620016,6.461829183557359e-06
0.1447328184782609,9333.692604584268,0.00010713873301428926,6.57918082732681e-06
0.18384381717391304,9102.089391388483,0.00010986488453366579,6.831882982640219e-06
0.22295481586956525,8777.379114095063,0.00011392922499999577,7.2144757564338976e-06
0.2620658145652174,9124.166036236129,0.0001095990577142672,6.807102561581897e-06
