mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	I Range	step time/s	Pwe/W	Rwe/Ohm	
2	1	0	1	0	4.239129892910569E+001	4.6564195E-001	4.6543664E-001	6.136495720582202E-002	1.000000000000000E+000	1.1204824E-005	13	1.499999962106813E-001	2.8561499E-005	7.5847300E+003
2	1	0	1	0	4.240129892885307E+001	4.6664229E-001	4.6644685E-001	6.059760217451390E-002	1.000000000000000E+000	1.1817213E-005	13	1.599999959580600E-001	2.8265560E-005	7.6974473E+003
2	1	0	1	0	4.241129892860044E+001	4.6764266E-001	4.6743166E-001	5.985937697631805E-002	1.000000000000000E+000	1.2422070E-005	13	1.699999957054388E-001	2.7980168E-005	7.8088296E+003
2	1	0	1	0	4.242129892834782E+001	4.6864307E-001	4.6841112E-001	5.915813689029581E-002	1.000000000000000E+000	1.3019777E-005	13	1.799999954528175E-001	2.7710328E-005	7.9179492E+003
2	1	0	1	0	4.243129892809520E+001	4.6964341E-001	4.6941182E-001	5.849044166906325E-002	1.000000000000000E+000	1.3610619E-005	13	1.899999952001963E-001	2.7456104E-005	8.0254448E+003
2	1	0	1	0	4.244129892784258E+001	4.7064382E-001	4.7039133E-001	5.781947930679765E-002	1.000000000000000E+000	1.4194915E-005	13	1.999999949475750E-001	2.7197782E-005	8.1355166E+003
2	1	0	1	0	4.245129892758996E+001	4.7164419E-001	4.7145244E-001	5.720510835332471E-002	1.000000000000000E+000	1.4772947E-005	13	2.099999946949538E-001	2.6969488E-005	8.2414395E+003
2	1	0	1	0	4.246129892733734E+001	4.7264454E-001	4.7242978E-001	5.662097719808429E-002	1.000000000000000E+000	1.5344953E-005	13	2.199999944423325E-001	2.6749436E-005	8.3437236E+003
2	1	0	1	0	4.247129892708472E+001	4.7364494E-001	4.7340187E-001	5.602805186451110E-002	1.000000000000000E+000	1.5911139E-005	13	2.299999941897113E-001	2.6523785E-005	8.4493721E+003
2	1	0	1	0	4.248129892683210E+001	4.7464535E-001	4.7442380E-001	5.551104186452005E-002	1.000000000000000E+000	1.6471731E-005	13	2.399999939370900E-001	2.6335760E-005	8.5464766E+003
2	1	0	1	0	4.249129892657947E+001	4.7564569E-001	4.7543085E-001	5.495206345868708E-002	1.000000000000000E+000	1.7026876E-005	13	2.499999936844688E-001	2.6125907E-005	8.6517383E+003
2	1	0	1	0	4.250129892632685E+001	4.7664610E-001	4.7642624E-001	5.444575945795027E-002	1.000000000000000E+000	1.7576776E-005	13	2.599999934318475E-001	2.5939389E-005	8.7504746E+003
2	1	0	1	0	4.251129892607423E+001	4.7764647E-001	4.7742483E-001	5.393009268704622E-002	1.000000000000000E+000	1.8121540E-005	13	2.699999931792263E-001	2.5747566E-005	8.8526611E+003
2	1	0	1	0	4.252129892582161E+001	4.7864681E-001	4.7841814E-001	5.346640942540665E-002	1.000000000000000E+000	1.8661376E-005	13	2.799999929266050E-001	2.5579300E-005	8.9480137E+003
2	1	0	1	0	4.253129892556899E+001	4.7964722E-001	4.7938162E-001	5.296879550506789E-002	1.000000000000000E+000	1.9196352E-005	13	2.899999926739838E-001	2.5392266E-005	9.0502646E+003
2	1	0	1	0	4.254129892531637E+001	4.8064762E-001	4.8041204E-001	5.249150993768137E-002	1.000000000000000E+000	1.9726613E-005	13	2.999999924213625E-001	2.5217552E-005	9.1521855E+003
2	1	0	1	0	4.255129892506375E+001	4.8164800E-001	4.8136505E-001	5.202508968068298E-002	1.000000000000000E+000	2.0252286E-005	13	3.099999921687413E-001	2.5043060E-005	9.2525557E+003
2	1	0	1	0	4.256129892481113E+001	4.8264834E-001	4.8243782E-001	5.160228110293669E-002	1.000000000000000E+000	2.0773468E-005	13	3.199999919161201E-001	2.4894893E-005	9.3491572E+003
2	1	0	1	0	4.257129892455851E+001	4.8364875E-001	4.8339084E-001	5.116848353969145E-002	1.000000000000000E+000	2.1290267E-005	13	3.299999916634988E-001	2.4734376E-005	9.4470430E+003
2	1	0	1	0	4.258129892430588E+001	4.8464909E-001	4.8440742E-001	5.075445316874222E-002	1.000000000000000E+000	2.1802822E-005	13	3.399999914108776E-001	2.4585834E-005	9.5441367E+003
2	1	0	1	0	4.259129892405326E+001	4.8564950E-001	4.8540068E-001	5.032337587585489E-002	1.000000000000000E+000	2.2311184E-005	13	3.499999911582563E-001	2.4427001E-005	9.6456299E+003
2	1	0	1	0	4.260129892380064E+001	4.8664987E-001	4.8639822E-001	4.994403518180163E-002	1.000000000000000E+000	2.2815453E-005	13	3.599999909056351E-001	2.4292689E-005	9.7388652E+003
2	1	0	1	0	4.261129892354802E+001	4.8765022E-001	4.8742437E-001	4.955123496539371E-002	1.000000000000000E+000	2.3315735E-005	13	3.699999906530138E-001	2.4152479E-005	9.8367754E+003
2	1	0	1	0	4.262129892329540E+001	4.8865056E-001	4.8842505E-001	4.914546996911273E-002	1.000000000000000E+000	2.3812116E-005	13	3.799999904003926E-001	2.4003879E-005	9.9383535E+003
2	1	0	1	0	4.263129892304278E+001	4.8965102E-001	4.8944059E-001	4.874198229905857E-002	1.000000000000000E+000	2.4304671E-005	13	3.899999901477713E-001	2.3856304E-005	1.0041458E+004
2	1	0	1	0	4.264129892279016E+001	4.9065137E-001	4.9044439E-001	4.840394048369506E-002	1.000000000000000E+000	2.4793460E-005	13	3.999999898951501E-001	2.3739442E-005	1.0132323E+004
2	1	0	1	0	4.265129892253754E+001	4.9165171E-001	4.9140275E-001	4.803020062132018E-002	1.000000000000000E+000	2.5278503E-005	13	4.099999896425288E-001	2.3602173E-005	1.0231120E+004
2	1	0	1	0	4.266129892228491E+001	4.9265209E-001	4.9245533E-001	4.767585494038146E-002	1.000000000000000E+000	2.5759933E-005	13	4.199999893899076E-001	2.3478229E-005	1.0329239E+004
2	1	0	1	0	4.267129892203229E+001	4.9365249E-001	4.9343592E-001	4.731887477424213E-002	1.000000000000000E+000	2.6237782E-005	13	4.299999891372863E-001	2.3348832E-005	1.0427888E+004
2	1	0	1	0	4.268129892177967E+001	4.9465290E-001	4.9440801E-001	4.697856919503685E-002	1.000000000000000E+000	2.6712120E-005	13	4.399999888846651E-001	2.3226581E-005	1.0524118E+004
2	1	0	1	0	4.269129892152705E+001	4.9565318E-001	4.9543199E-001	4.661516230812113E-002	1.000000000000000E+000	2.7182989E-005	13	4.499999886320438E-001	2.3094643E-005	1.0628130E+004
2	1	0	1	0	4.270129892127443E+001	4.9665365E-001	4.9639347E-001	4.628324809729950E-002	1.000000000000000E+000	2.7650480E-005	13	4.599999883794226E-001	2.2974702E-005	1.0725122E+004
2	1	0	1	0	4.271129892102181E+001	4.9765402E-001	4.9747148E-001	4.593842485014155E-002	1.000000000000000E+000	2.8114655E-005	13	4.699999881268013E-001	2.2853057E-005	1.0829093E+004
2	1	0	1	0	4.272129892076919E+001	4.9865437E-001	4.9842986E-001	4.564312502043341E-002	1.000000000000000E+000	2.8575534E-005	13	4.799999878741801E-001	2.2749897E-005	1.0920152E+004
2	1	0	1	0	4.273139892051404E+001	4.9966344E-001	4.9940377E-001	4.530000945669621E-002	1.000000000000000E+000	2.9037779E-005	13	4.900999876190326E-001	2.2622995E-005	1.1024363E+004
2	1	0	1	0	4.274149892025889E+001	5.0065511E-001	5.0041533E-001	4.498851962529854E-002	1.000000000000000E+000	2.9496727E-005	13	5.001999873638852E-001	2.2512944E-005	1.1123179E+004
2	1	0	1	0	4.275149892000627E+001	5.0165552E-001	5.0143194E-001	4.465102131426768E-002	1.000000000000000E+000	2.9947974E-005	13	5.101999871112639E-001	2.2389448E-005	1.1230021E+004
2	1	0	1	0	4.276149891975365E+001	5.0265586E-001	5.0241244E-001	4.436552877369752E-002	1.000000000000000E+000	3.0396208E-005	13	5.201999868586427E-001	2.2289794E-005	1.1324388E+004
2	1	0	1	0	4.277149891950103E+001	5.0365627E-001	5.0340253E-001	4.408699425403040E-002	1.000000000000000E+000	3.0841402E-005	13	5.301999866060214E-001	2.2193504E-005	1.1418391E+004
2	1	0	1	0	4.278149891924841E+001	5.0465667E-001	5.0446045E-001	4.376829374167665E-002	1.000000000000000E+000	3.1283613E-005	13	5.401999863534002E-001	2.2079374E-005	1.1525705E+004
2	1	0	1	0	4.279149891899579E+001	5.0565696E-001	5.0545269E-001	4.344945049120323E-002	1.000000000000000E+000	3.1722884E-005	13	5.501999861007789E-001	2.1961641E-005	1.1633120E+004
2	1	0	1	0	4.280149891874316E+001	5.0665742E-001	5.0643116E-001	4.319951157473645E-002	1.000000000000000E+000	3.2159256E-005	13	5.601999858481577E-001	2.1877579E-005	1.1723076E+004
2	1	0	1	0	4.281149891849054E+001	5.0765783E-001	5.0740421E-001	4.288891701920290E-002	1.000000000000000E+000	3.2592772E-005	13	5.701999855955364E-001	2.1762016E-005	1.1830660E+004
2	1	0	1	0	4.282149891823792E+001	5.0865811E-001	5.0841558E-001	4.261174061361508E-002	1.000000000000000E+000	3.3023454E-005	13	5.801999853429152E-001	2.1664473E-005	1.1931350E+004
2	1	0	1	0	4.283149891798530E+001	5.0965863E-001	5.0939506E-001	4.235553439422002E-002	1.000000000000000E+000	3.3451368E-005	13	5.901999850902939E-001	2.1575701E-005	1.2026647E+004
2	1	0	1	0	4.284149891773268E+001	5.1065892E-001	5.1041383E-001	4.208362402601384E-002	1.000000000000000E+000	3.3876557E-005	13	6.001999848376727E-001	2.1480064E-005	1.2128562E+004
2	1	0	1	0	4.285149891748006E+001	5.1165932E-001	5.1145691E-001	4.179010963546026E-002	1.000000000000000E+000	3.4299050E-005	13	6.101999845850514E-001	2.1373840E-005	1.2238707E+004
2	1	0	1	0	4.286149891722744E+001	5.1265967E-001	5.1243532E-001	4.151667631878010E-002	1.000000000000000E+000	3.4718872E-005	13	6.201999843324302E-001	2.1274611E-005	1.2342879E+004
2	1	0	1	0	4.287149891697482E+001	5.1366001E-001	5.1343286E-001	4.126910793840793E-002	1.000000000000000E+000	3.5136072E-005	13	6.301999840798089E-001	2.1188916E-005	1.2441094E+004
2	1	0	1	0	4.288149891672219E+001	5.1466042E-001	5.1443881E-001	4.104054466006379E-002	1.000000000000000E+000	3.5550693E-005	13	6.401999838271877E-001	2.1112848E-005	1.2534893E+004
2	1	0	1	0	4.289149891646957E+001	5.1566076E-001	5.1544273E-001	4.076086114380628E-002	1.000000000000000E+000	3.5962756E-005	13	6.501999835745664E-001	2.1009890E-005	1.2645531E+004
2	1	0	1	0	4.290149891621695E+001	5.1666123E-001	5.1646245E-001	4.051761627326639E-002	1.000000000000000E+000	3.6372301E-005	13	6.601999833219452E-001	2.0925827E-005	1.2746615E+004
2	1	0	1	0	4.291149891596433E+001	5.1766157E-001	5.1743668E-001	4.026476273106223E-002	1.000000000000000E+000	3.6779340E-005	13	6.701999830693239E-001	2.0834465E-005	1.2850856E+004
2	1	0	1	0	4.292149891571171E+001	5.1866192E-001	5.1841724E-001	4.002554866019647E-002	1.000000000000000E+000	3.7183927E-005	13	6.801999828167027E-001	2.0749934E-005	1.2952158E+004
2	1	0	1	0	4.293149891545909E+001	5.1966232E-001	5.1942533E-001	3.979786785526418E-002	1.000000000000000E+000	3.7586062E-005	13	6.901999825640814E-001	2.0672021E-005	1.3051587E+004
2	1	0	1	0	4.294149891520647E+001	5.2066272E-001	5.2049923E-001	3.954934195240245E-002	1.000000000000000E+000	3.7985828E-005	13	7.001999823114602E-001	2.0585401E-005	1.3160756E+004
2	1	0	1	0	4.295149891495385E+001	5.2166307E-001	5.2142668E-001	3.929419401619161E-002	1.000000000000000E+000	3.8383176E-005	13	7.101999820588389E-001	2.0489040E-005	1.3269814E+004
2	1	0	1	0	4.296149891470122E+001	5.2266341E-001	5.2243060E-001	3.908802527520402E-002	1.000000000000000E+000	3.8778217E-005	13	7.201999818062177E-001	2.0420781E-005	1.3365489E+004
2	1	0	1	0	4.297149891444860E+001	5.2366382E-001	5.2345890E-001	3.881775556753089E-002	1.000000000000000E+000	3.9170922E-005	13	7.301999815535964E-001	2.0319500E-005	1.3485038E+004
2	1	0	1	0	4.298149891419598E+001	5.2466422E-001	5.2440232E-001	3.863209806796586E-002	1.000000000000000E+000	3.9561364E-005	13	7.401999813009752E-001	2.0258762E-005	1.3574265E+004
2	1	0	1	0	4.299149891394336E+001	5.2566457E-001	5.2542323E-001	3.836993399050281E-002	1.000000000000000E+000	3.9949547E-005	13	7.501999810483539E-001	2.0160454E-005	1.3693618E+004
2	1	0	1	0	4.300149891369074E+001	5.2666497E-001	5.2645773E-001	3.816329082797498E-002	1.000000000000000E+000	4.0335512E-005	13	7.601999807957327E-001	2.0091360E-005	1.3794872E+004
2	1	0	1	0	4.301149891343812E+001	5.2766532E-001	5.2743727E-001	3.795450985974957E-002	1.000000000000000E+000	4.0719264E-005	13	7.701999805431115E-001	2.0018622E-005	1.3896563E+004
2	1	0	1	0	4.302149891318550E+001	5.2866572E-001	5.2843374E-001	3.772926420788297E-002	1.000000000000000E+000	4.1100866E-005	13	7.801999802904902E-001	1.9937415E-005	1.4005938E+004
2	1	0	1	0	4.303149891293288E+001	5.2966613E-001	5.2941322E-001	3.749612595614360E-002	1.000000000000000E+000	4.1480296E-005	13	7.901999800378690E-001	1.9850944E-005	1.4119145E+004
2	1	0	1	0	4.304149891268025E+001	5.3066653E-001	5.3042346E-001	3.728178061687187E-002	1.000000000000000E+000	4.1857595E-005	13	8.001999797852477E-001	1.9775131E-005	1.4227418E+004
2	1	0	1	0	4.305149891242763E+001	5.3166687E-001	5.3142518E-001	3.708417764412136E-002	1.000000000000000E+000	4.2232805E-005	13	8.101999795326265E-001	1.9707466E-005	1.4330240E+004
2	1	0	1	0	4.306149891217501E+001	5.3266722E-001	5.3244710E-001	3.687362985349163E-002	1.000000000000000E+000	4.2605945E-005	13	8.201999792800052E-001	1.9633257E-005	1.4439780E+004
2	1	0	1	0	4.307149891192239E+001	5.3366762E-001	5.3342021E-001	3.668941607207277E-002	1.000000000000000E+000	4.2976979E-005	13	8.301999790273840E-001	1.9570876E-005	1.4538804E+004
2	1	0	1	0	4.308149891166977E+001	5.3466803E-001	5.3443259E-001	3.650107171658129E-002	1.000000000000000E+000	4.3346005E-005	13	8.401999787747627E-001	1.9507363E-005	1.4641559E+004
2	1	0	1	0	4.309149891141715E+001	5.3566837E-001	5.3543961E-001	3.627195851812659E-002	1.000000000000000E+000	4.3713022E-005	13	8.501999785221415E-001	1.9421443E-005	1.4761806E+004
2	1	0	1	0	4.310149891116453E+001	5.3666878E-001	5.3641170E-001	3.605600765311284E-002	1.000000000000000E+000	4.4078039E-005	13	8.601999782695202E-001	1.9340865E-005	1.4877180E+004
2	1	0	1	0	4.311149891091191E+001	5.3766912E-001	5.3743464E-001	3.587184836053203E-002	1.000000000000000E+000	4.4441116E-005	13	8.701999780168990E-001	1.9278774E-005	1.4982072E+004
2	1	0	1	0	4.312149891065928E+001	5.3866953E-001	5.3840458E-001	3.566338483101910E-002	1.000000000000000E+000	4.4802237E-005	13	8.801999777642777E-001	1.9201330E-005	1.5096845E+004
2	1	0	1	0	4.313149891040666E+001	5.3966993E-001	5.3942865E-001	3.547694774008259E-002	1.000000000000000E+000	4.5161465E-005	13	8.901999775116565E-001	1.9137282E-005	1.5205047E+004
2	1	0	1	0	4.314149891015404E+001	5.4067028E-001	5.4049397E-001	3.529866904136725E-002	1.000000000000000E+000	4.5518787E-005	13	9.001999772590352E-001	1.9078718E-005	1.5312021E+004
2	1	0	1	0	4.315149890990142E+001	5.4167068E-001	5.4144162E-001	3.511202043672629E-002	1.000000000000000E+000	4.5874225E-005	13	9.101999770064140E-001	1.9011110E-005	1.5420406E+004
2	1	0	1	0	4.316149890964880E+001	5.4267097E-001	5.4244453E-001	3.490857084721544E-002	1.000000000000000E+000	4.6227822E-005	13	9.201999767537927E-001	1.8935963E-005	1.5539007E+004
2	1	0	1	0	4.317149890939618E+001	5.4367143E-001	5.4349923E-001	3.476311356644163E-002	1.000000000000000E+000	4.6579557E-005	13	9.301999765011715E-001	1.8893725E-005	1.5634366E+004
2	1	0	1	0	4.318149890914356E+001	5.4467183E-001	5.4445863E-001	3.455805646889432E-002	1.000000000000000E+000	4.6929483E-005	13	9.401999762485502E-001	1.8815432E-005	1.5754897E+004
2	1	0	1	0	4.319149890889094E+001	5.4567212E-001	5.4544234E-001	3.437614327089655E-002	1.000000000000000E+000	4.7277583E-005	13	9.501999759959290E-001	1.8750205E-005	1.5866886E+004
2	1	0	1	0	4.320149890863831E+001	5.4667252E-001	5.4650670E-001	3.420664388815778E-002	1.000000000000000E+000	4.7623918E-005	13	9.601999757433077E-001	1.8694160E-005	1.5976624E+004
2	1	0	1	0	4.321149890838569E+001	5.4767293E-001	5.4739499E-001	3.401907503333262E-002	1.000000000000000E+000	4.7968460E-005	13	9.701999754906865E-001	1.8621871E-005	1.6090825E+004
2	1	0	1	0	4.322149890813307E+001	5.4867333E-001	5.4843807E-001	3.384655631250816E-002	1.000000000000000E+000	4.8311271E-005	13	9.801999752380652E-001	1.8562740E-005	1.6203659E+004
2	1	0	1	0	4.323149890788045E+001	5.4967368E-001	5.4943663E-001	3.366958600236103E-002	1.000000000000000E+000	4.8652353E-005	13	9.901999749854440E-001	1.8499304E-005	1.6318484E+004
2	1	0	1	0	4.324149890762783E+001	5.5067408E-001	5.5041188E-001	3.350491023997576E-002	1.000000000000000E+000	4.8991726E-005	13	1.000199974732823E+000	1.8441500E-005	1.6427797E+004
2	1	0	1	0	4.325149890737521E+001	5.5167443E-001	5.5147940E-001	3.333145370642265E-002	1.000000000000000E+000	4.9329421E-005	13	1.010199974480201E+000	1.8381610E-005	1.6545314E+004
2	1	0	1	0	4.326159890712006E+001	5.5267912E-001	5.5248386E-001	3.319925685165181E-002	1.000000000000000E+000	4.9668761E-005	13	1.020299974225054E+000	1.8342054E-005	1.6641453E+004
2	1	0	1	0	4.327169890686491E+001	5.5367512E-001	5.5346912E-001	3.301178289499775E-002	1.000000000000000E+000	5.0006431E-005	13	1.030399973969907E+000	1.8271003E-005	1.6765805E+004
2	1	0	1	0	4.328169890661229E+001	5.5467558E-001	5.5443585E-001	3.282831226372064E-002	1.000000000000000E+000	5.0339102E-005	13	1.040399973717285E+000	1.8201194E-005	1.6888953E+004
2	1	0	1	0	4.329169890635967E+001	5.5567592E-001	5.5548429E-001	3.265812498284504E-002	1.000000000000000E+000	5.0670151E-005	13	1.050399973464664E+000	1.8141076E-005	1.7009068E+004
2	1	0	1	0	4.330169890610705E+001	5.5667633E-001	5.5644041E-001	3.250586511502573E-002	1.000000000000000E+000	5.0999595E-005	13	1.060399973212043E+000	1.8087578E-005	1.7118154E+004
2	1	0	1	0	4.331169890585443E+001	5.5767673E-001	5.5747187E-001	3.235653827303206E-002	1.000000000000000E+000	5.1327432E-005	13	1.070399972959422E+000	1.8037859E-005	1.7229033E+004
2	1	0	1	0	4.332169890560181E+001	5.5867702E-001	5.5850226E-001	3.220041044470340E-002	1.000000000000000E+000	5.1653715E-005	13	1.080399972706800E+000	1.7984003E-005	1.7344570E+004
2	1	0	1	0	4.333169890534919E+001	5.5967742E-001	5.5946696E-001	3.202699042998974E-002	1.000000000000000E+000	5.1978412E-005	13	1.090399972454179E+000	1.7918042E-005	1.7468609E+004
2	1	0	1	0	4.334169890509656E+001	5.6067789E-001	5.6045169E-001	3.190317156258982E-002	1.000000000000000E+000	5.2301588E-005	13	1.100399972201558E+000	1.7880186E-005	1.7567271E+004
2	1	0	1	0	4.335169890484394E+001	5.6167817E-001	5.6151068E-001	3.170876847515414E-002	1.000000000000000E+000	5.2623222E-005	13	1.110399971948937E+000	1.7804812E-005	1.7708373E+004
2	1	0	1	0	4.336169890459132E+001	5.6267852E-001	5.6244248E-001	3.159884866585760E-002	1.000000000000000E+000	5.2943342E-005	13	1.120399971696315E+000	1.7772534E-005	1.7799461E+004
2	1	0	1	0	4.337169890433870E+001	5.6367892E-001	5.6343794E-001	3.145328299918548E-002	1.000000000000000E+000	5.3261967E-005	13	1.130399971443694E+000	1.7721974E-005	1.7913486E+004
2	1	0	1	0	4.338169890408608E+001	5.6467932E-001	5.6444490E-001	3.127964866386440E-002	1.000000000000000E+000	5.3579111E-005	13	1.140399971191073E+000	1.7655639E-005	1.8045117E+004
2	1	0	1	0	4.339169890383346E+001	5.6567967E-001	5.6548387E-001	3.115584760477469E-002	1.000000000000000E+000	5.3894779E-005	13	1.150399970938452E+000	1.7618129E-005	1.8150168E+004
2	1	0	1	0	4.340169890358084E+001	5.6668001E-001	5.6648552E-001	3.102994512624322E-002	1.000000000000000E+000	5.4209009E-005	13	1.160399970685830E+000	1.7578015E-005	1.8256092E+004
2	1	0	1	0	4.341169890332822E+001	5.6768054E-001	5.6746185E-001	3.085765534261653E-002	1.000000000000000E+000	5.4521770E-005	13	1.170399970433209E+000	1.7510542E-005	1.8389662E+004
2	1	0	1	0	4.342169890307559E+001	5.6868082E-001	5.6842220E-001	3.071834444158927E-002	1.000000000000000E+000	5.4833119E-005	13	1.180399970180588E+000	1.7460989E-005	1.8504324E+004
2	1	0	1	0	4.343169890282297E+001	5.6968123E-001	5.6948447E-001	3.058978798960932E-002	1.000000000000000E+000	5.5143038E-005	13	1.190399969927967E+000	1.7420409E-005	1.8616816E+004
2	1	0	1	0	4.344169890257035E+001	5.7068163E-001	5.7045650E-001	3.043542917940723E-002	1.000000000000000E+000	5.5451561E-005	13	1.200399969675345E+000	1.7362088E-005	1.8743172E+004
2	1	0	1	0	4.345169890231773E+001	5.7168198E-001	5.7147735E-001	3.029980852766645E-002	1.000000000000000E+000	5.5758679E-005	13	1.210399969422724E+000	1.7315655E-005	1.8860758E+004
2	1	0	1	0	4.346169890206511E+001	5.7268232E-001	5.7242298E-001	3.017876171603956E-002	1.000000000000000E+000	5.6064422E-005	13	1.220399969170103E+000	1.7275017E-005	1.8967742E+004
2	1	0	1	0	4.347169890181249E+001	5.7368273E-001	5.7343000E-001	2.998944416564592E-002	1.000000000000000E+000	5.6368808E-005	13	1.230399968917482E+000	1.7196848E-005	1.9121061E+004
2	1	0	1	0	4.348169890155987E+001	5.7468313E-001	5.7445616E-001	2.984359834550160E-002	1.000000000000000E+000	5.6671841E-005	13	1.240399968664860E+000	1.7143839E-005	1.9248891E+004
2	1	0	1	0	4.349169890130725E+001	5.7568347E-001	5.7546532E-001	2.973447287028363E-002	1.000000000000000E+000	5.6973546E-005	13	1.250399968412239E+000	1.7111159E-005	1.9353473E+004
2	1	0	1	0	4.350169890105462E+001	5.7668382E-001	5.7645750E-001	2.964016698307304E-002	1.000000000000000E+000	5.7273926E-005	13	1.260399968159618E+000	1.7086297E-005	1.9448523E+004
2	1	0	1	0	4.351169890080200E+001	5.7768428E-001	5.7743698E-001	2.949642273759118E-002	1.000000000000000E+000	5.7572990E-005	13	1.270399967906997E+000	1.7032326E-005	1.9576510E+004
2	1	0	1	0	4.352169890054938E+001	5.7868463E-001	5.7848436E-001	2.935156441688169E-002	1.000000000000000E+000	5.7870740E-005	13	1.280399967654375E+000	1.6979420E-005	1.9708809E+004
2	1	0	1	0	4.353169890029676E+001	5.7968497E-001	5.7947761E-001	2.921068159371826E-002	1.000000000000000E+000	5.8167214E-005	13	1.290399967401754E+000	1.6926935E-005	1.9837867E+004
2	1	0	1	0	4.354169890004414E+001	5.8068544E-001	5.8051115E-001	2.908360963273384E-002	1.000000000000000E+000	5.8462389E-005	13	1.300399967149133E+000	1.6883359E-005	1.9960080E+004
2	1	0	1	0	4.355169889979152E+001	5.8168578E-001	5.8152354E-001	2.895249451264853E-002	1.000000000000000E+000	5.8756304E-005	13	1.310399966896512E+000	1.6836557E-005	2.0085438E+004
2	1	0	1	0	4.356169889953890E+001	5.8268607E-001	5.8247548E-001	2.883285932734403E-002	1.000000000000000E+000	5.9048944E-005	13	1.320399966643890E+000	1.6794434E-005	2.0201795E+004
2	1	0	1	0	4.357169889928628E+001	5.8368653E-001	5.8350056E-001	2.871082234843120E-002	1.000000000000000E+000	5.9340346E-005	13	1.330399966391269E+000	1.6752781E-005	2.0323367E+004
2	1	0	1	0	4.358169889903365E+001	5.8468688E-001	5.8446521E-001	2.859544452480300E-002	1.000000000000000E+000	5.9630504E-005	13	1.340399966138648E+000	1.6713042E-005	2.0439102E+004
