mode	ox/red	error	control changes	counter inc.	time/s	control/V	Ewe/V	<I>/mA	cycle number	(Q-Qo)/C	I Range	step time/s	Pwe/W	Rwe/Ohm	
2	1	0	1	0	1.023387974147045E+002	4.4858563E-001	4.4839740E-001	6.923575699329376E-002	1.000000000000000E+000	0.0000000E+000	13	0.000000000000000E+000	3.1045132E-005	6.4763848E+003
2	1	0	1	0	1.023497974144266E+002	4.4913569E-001	4.4893467E-001	6.476794949008362E-002	1.000000000000000E+000	7.1970652E-007	13	0.000000000000000E+000	2.9076578E-005	6.9314326E+003
2	1	0	1	0	1.023697974139213E+002	4.5013610E-001	4.4995764E-001	5.927266622570149E-002	1.000000000000000E+000	1.9583108E-006	13	1.999999949475750E-002	2.6670188E-005	7.5913179E+003
2	1	0	1	0	1.023897974134161E+002	4.5113647E-001	4.5096046E-001	5.585631820334441E-002	1.000000000000000E+000	3.1092723E-006	13	3.999999898951501E-002	2.5188991E-005	8.0735801E+003
2	1	0	1	0	1.024097974129108E+002	4.5213681E-001	4.5191982E-001	5.345856005118972E-002	1.000000000000000E+000	4.2027809E-006	13	5.999999848427251E-002	2.4158982E-005	8.4536475E+003
2	1	0	1	0	1.024297974124056E+002	4.5313722E-001	4.5295340E-001	5.165080226207563E-002	1.000000000000000E+000	5.2546002E-006	13	7.999999797903001E-002	2.3395407E-005	8.7695322E+003
2	1	0	1	0	1.024497974119004E+002	4.5413756E-001	4.5394877E-001	5.020392785728423E-002	1.000000000000000E+000	6.2739941E-006	13	9.999999747378752E-002	2.2790011E-005	9.0420967E+003
2	1	0	1	0	1.024697974113951E+002	4.5513797E-001	4.5493039E-001	4.900794954543641E-002	1.000000000000000E+000	7.2670764E-006	13	1.199999969685450E-001	2.2295206E-005	9.2827881E+003
2	1	0	1	0	1.024897974108899E+002	4.5613831E-001	4.5595229E-001	4.797329023131179E-002	1.000000000000000E+000	8.2379156E-006	13	1.399999964633025E-001	2.1873531E-005	9.5042949E+003
2	1	0	1	0	1.025097974103846E+002	4.5713869E-001	4.5693386E-001	4.707335293642258E-002	1.000000000000000E+000	9.1894663E-006	13	1.599999959580600E-001	2.1509408E-005	9.7068477E+003
